customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnRiskScore,RiskTier,RiskColor,CustomerSegments,CustomerPersona
3835-QDZPQ,Female,Yes,No,No,36,Yes,No,One year,Bank transfer (automatic),22.68,813.39,No,10,Low,#00F5D4,Budget,General Subscriber
1357-TZMCJ,Male,No,Yes,Yes,39,Yes,Fiber optic,One year,Credit card (automatic),89.29,3497.0,No,40,Medium,#FFD700,Standard,General Subscriber
1074-NLKBM,Male,No,Yes,Yes,41,Yes,DSL,One year,Electronic check,54.72,2234.69,No,30,Medium,#FFD700,Standard,General Subscriber
4224-OAIFQ,Male,No,No,Yes,10,Yes,No,Month-to-month,Mailed check,23.08,231.83,No,40,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
8587-KECSH,Female,No,No,No,19,No,DSL,Month-to-month,Credit card (automatic),64.1,1221.62,No,58,Medium,#FFD700,Standard,General Subscriber
3571-UWPQY,Male,Yes,Yes,Yes,42,Yes,No,One year,Electronic check,21.26,892.78,No,20,Low,#00F5D4,Budget,General Subscriber
6409-XNRAD,Female,Yes,Yes,No,66,Yes,Fiber optic,Two year,Bank transfer (automatic),103.23,6805.42,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
9544-BRRRQ,Male,No,Yes,No,1,Yes,DSL,Month-to-month,Bank transfer (automatic),63.0,63.07,No,73,High,#FF007F,"High-Risk, Short-Term",General Subscriber
5238-DKYJP,Male,No,Yes,No,36,Yes,Fiber optic,One year,Mailed check,90.95,3265.18,No,40,Medium,#FFD700,Premium,General Subscriber
6977-VUOKG,Female,No,No,No,33,Yes,DSL,One year,Bank transfer (automatic),52.91,1753.45,No,25,Low,#00F5D4,Standard,General Subscriber
7228-XVAXI,Female,No,Yes,Yes,52,Yes,DSL,One year,Electronic check,64.53,3357.07,No,28,Low,#00F5D4,Loyal,Loyal Long-Term User
8174-KKWEW,Male,No,Yes,Yes,1,No,DSL,Month-to-month,Mailed check,68.37,68.84,No,73,High,#FF007F,"High-Risk, Short-Term",General Subscriber
8641-CMTEP,Male,No,Yes,No,43,Yes,No,One year,Credit card (automatic),23.3,1005.02,No,0,Low,#00F5D4,Budget,General Subscriber
3657-CNQQT,Male,Yes,Yes,Yes,8,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),103.84,830.99,No,85,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
7620-WOFMN,Female,Yes,No,No,44,Yes,No,Two year,Bank transfer (automatic),22.18,970.49,No,0,Low,#00F5D4,Budget,General Subscriber
6394-VRPJF,Female,No,No,No,33,Yes,DSL,One year,Bank transfer (automatic),60.23,1977.84,No,33,Medium,#FFD700,Standard,General Subscriber
0410-LJKUQ,Male,Yes,Yes,No,37,Yes,DSL,Month-to-month,Mailed check,69.74,2570.55,No,53,Medium,#FFD700,Standard,General Subscriber
7657-SNMYO,Male,No,Yes,Yes,64,Yes,No,Two year,Mailed check,21.9,1394.08,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
9251-XTVDC,Male,No,No,No,45,Yes,DSL,Two year,Bank transfer (automatic),60.13,2715.66,No,18,Low,#00F5D4,Standard,General Subscriber
4677-THGRH,Male,No,Yes,Yes,72,No,No,Two year,Mailed check,24.53,1778.38,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
4135-XBGWT,Male,No,No,Yes,47,Yes,Fiber optic,Two year,Mailed check,98.61,4651.05,No,30,Medium,#FFD700,Premium,General Subscriber
4761-DKKRX,Male,No,No,No,2,Yes,DSL,Month-to-month,Bank transfer (automatic),52.28,103.56,No,70,High,#FF007F,"High-Risk, Short-Term",General Subscriber
0993-KFLCE,Female,No,No,No,7,Yes,No,Month-to-month,Bank transfer (automatic),20.28,141.89,No,45,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
7012-ZXQAR,Male,Yes,No,Yes,53,Yes,DSL,Two year,Mailed check,52.28,2746.1,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
5278-ABZXK,Male,No,No,No,43,Yes,Fiber optic,One year,Bank transfer (automatic),88.51,3829.61,No,45,Medium,#FFD700,Standard,General Subscriber
4474-MTAXL,Male,No,Yes,Yes,45,Yes,Fiber optic,One year,Bank transfer (automatic),102.61,4589.41,No,40,Medium,#FFD700,Premium,General Subscriber
3562-WIDTL,Female,No,No,No,19,Yes,No,Month-to-month,Bank transfer (automatic),23.84,452.17,No,35,Medium,#FFD700,Budget,General Subscriber
9673-OWTXT,Male,No,Yes,No,34,Yes,Fiber optic,Month-to-month,Electronic check,93.72,3214.35,No,85,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
2058-HKSKU,Male,No,Yes,No,2,Yes,Fiber optic,Month-to-month,Mailed check,91.11,182.01,No,90,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
0670-MELAT,Female,No,No,No,52,Yes,Fiber optic,One year,Electronic check,107.79,5637.27,No,50,Medium,#FFD700,"Loyal, Premium",General Subscriber
9323-EXGNP,Female,No,No,No,44,Yes,DSL,One year,Mailed check,52.24,2276.61,No,20,Low,#00F5D4,Standard,General Subscriber
7221-MHCPJ,Female,No,Yes,No,43,No,DSL,One year,Bank transfer (automatic),65.15,2803.64,No,23,Low,#00F5D4,Standard,General Subscriber
4692-HZEMY,Male,Yes,Yes,No,51,Yes,Fiber optic,One year,Electronic check,105.49,5419.64,No,50,Medium,#FFD700,"Loyal, Premium",General Subscriber
2663-GQUTC,Female,Yes,Yes,Yes,62,Yes,No,Two year,Credit card (automatic),23.65,1452.26,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
5238-VKRSO,Female,No,No,No,3,Yes,Fiber optic,Month-to-month,Electronic check,105.44,316.82,No,100,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
1346-JJHTA,Female,No,Yes,Yes,65,No,No,Two year,Credit card (automatic),20.67,1339.81,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
0128-CQJUZ,Female,No,No,No,70,Yes,No,Two year,Mailed check,22.96,1600.26,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
5386-MRTWP,Female,No,Yes,No,37,Yes,DSL,Month-to-month,Mailed check,59.94,2234.81,No,40,Medium,#FFD700,Standard,General Subscriber
2980-LHUBZ,Female,No,Yes,No,64,Yes,No,Two year,Mailed check,23.73,1515.54,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
1995-TPYJN,Male,Yes,No,No,41,Yes,Fiber optic,Two year,Mailed check,85.74,3493.17,No,40,Medium,#FFD700,Standard,General Subscriber
8894-VRSPR,Male,Yes,No,No,64,Yes,DSL,Two year,Electronic check,71.91,4618.72,No,28,Low,#00F5D4,Loyal,Loyal Long-Term User
3143-VWBVE,Male,Yes,Yes,No,63,Yes,DSL,Two year,Credit card (automatic),57.25,3612.08,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
8782-KHIMP,Female,No,No,No,11,Yes,No,Month-to-month,Electronic check,20.76,228.17,No,60,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
8816-UFMNM,Male,No,Yes,Yes,7,Yes,No,Month-to-month,Bank transfer (automatic),23.79,165.87,No,40,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
7117-YAJTI,Male,No,Yes,Yes,23,Yes,DSL,Month-to-month,Mailed check,51.85,1184.23,No,45,Medium,#FFD700,Standard,General Subscriber
8167-ZBJSD,Male,No,Yes,Yes,13,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),97.81,1260.62,No,70,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
4064-BBKRY,Male,No,No,No,60,Yes,DSL,Two year,Mailed check,65.55,3963.96,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
1166-ZYJZT,Male,No,No,No,3,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),102.48,308.19,No,95,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
3375-SSYGH,Male,No,Yes,No,16,Yes,No,Month-to-month,Credit card (automatic),21.26,341.97,No,30,Medium,#FFD700,Budget,General Subscriber
9292-JUZON,Female,No,No,No,33,Yes,Fiber optic,One year,Credit card (automatic),103.65,3399.08,No,50,Medium,#FFD700,Premium,General Subscriber
4893-VGWHM,Female,No,No,No,56,Yes,No,Two year,Credit card (automatic),23.7,1327.09,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
2827-CVFXZ,Female,No,No,No,18,Yes,DSL,Month-to-month,Bank transfer (automatic),59.35,1058.61,No,50,Medium,#FFD700,Standard,General Subscriber
4378-VRPFI,Female,No,Yes,Yes,36,Yes,DSL,One year,Bank transfer (automatic),70.7,2530.66,No,23,Low,#00F5D4,Standard,General Subscriber
4705-TUIRZ,Male,No,No,Yes,42,Yes,Fiber optic,One year,Mailed check,93.62,3904.01,No,40,Medium,#FFD700,Premium,General Subscriber
8171-BRFER,Female,No,Yes,Yes,29,No,No,Month-to-month,Mailed check,23.08,665.45,No,30,Medium,#FFD700,Budget,General Subscriber
8358-RJKIS,Female,No,No,No,48,Yes,DSL,Two year,Electronic check,68.77,3325.21,No,23,Low,#00F5D4,Loyal,Loyal Long-Term User
9676-VIOKV,Female,No,No,No,15,Yes,No,Month-to-month,Credit card (automatic),20.83,309.38,No,35,Medium,#FFD700,Budget,General Subscriber
6363-EXACL,Male,No,Yes,Yes,51,Yes,No,One year,Credit card (automatic),23.18,1174.83,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
4194-SEUNX,Male,No,Yes,No,33,Yes,Fiber optic,One year,Mailed check,100.77,3298.91,No,45,Medium,#FFD700,Premium,General Subscriber
9852-DOWPF,Male,Yes,Yes,No,26,Yes,DSL,Month-to-month,Bank transfer (automatic),63.48,1647.74,No,58,Medium,#FFD700,Standard,General Subscriber
3274-HAVOM,Male,No,No,No,48,Yes,Fiber optic,Two year,Credit card (automatic),96.61,4675.37,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
0075-BOWYS,Male,No,Yes,Yes,14,Yes,Fiber optic,Month-to-month,Electronic check,106.27,1488.12,No,85,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
0163-WVZZN,Male,Yes,No,No,70,Yes,No,Two year,Mailed check,20.47,1427.65,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
6572-OERPR,Female,No,No,No,49,Yes,No,One year,Electronic check,21.19,1031.2,No,10,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
3632-EQAXV,Female,No,Yes,No,54,Yes,DSL,Two year,Credit card (automatic),73.47,3966.59,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
6675-CTNLG,Male,No,No,No,22,Yes,Fiber optic,Month-to-month,Electronic check,100.52,2202.46,No,90,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
3975-AKHAR,Female,No,No,No,54,Yes,DSL,Two year,Electronic check,58.76,3202.07,No,15,Low,#00F5D4,Loyal,Loyal Long-Term User
7613-KFJER,Female,No,No,No,63,Yes,DSL,Two year,Credit card (automatic),65.89,4120.64,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
7539-UROUU,Female,No,Yes,Yes,68,Yes,No,Two year,Credit card (automatic),22.86,1555.53,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
5066-ADCML,Male,No,No,No,7,Yes,No,Month-to-month,Electronic check,23.39,163.45,No,60,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
5677-VZFUD,Female,No,Yes,Yes,66,Yes,Fiber optic,Two year,Mailed check,109.4,7219.54,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
3691-ATVTX,Male,No,No,No,65,Yes,DSL,Two year,Electronic check,67.2,4362.06,No,23,Low,#00F5D4,Loyal,Loyal Long-Term User
8004-PFDKG,Male,No,Yes,Yes,14,Yes,DSL,Month-to-month,Electronic check,72.49,1005.78,No,68,High,#FF007F,High-Risk,General Subscriber
5501-XROQS,Female,No,Yes,No,65,Yes,DSL,Two year,Bank transfer (automatic),58.88,3856.27,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
2276-XSAIU,Male,No,No,No,63,Yes,DSL,Two year,Credit card (automatic),70.99,4508.99,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
0876-MPQJK,Female,No,Yes,Yes,46,Yes,No,One year,Credit card (automatic),21.49,979.43,No,0,Low,#00F5D4,Budget,General Subscriber
1803-GXMCG,Male,No,No,Yes,1,Yes,Fiber optic,Month-to-month,Electronic check,87.44,87.26,No,100,High,#FF007F,"High-Risk, Short-Term",High-Value Churn-Risk
9927-EUQOA,Female,No,No,No,31,Yes,DSL,Month-to-month,Mailed check,50.09,1554.92,No,50,Medium,#FFD700,Standard,General Subscriber
4099-NLNOR,Male,No,No,No,25,Yes,DSL,Month-to-month,Electronic check,71.91,1787.76,No,73,High,#FF007F,High-Risk,General Subscriber
2844-FXFDG,Male,No,Yes,Yes,66,Yes,DSL,Two year,Bank transfer (automatic),66.16,4386.82,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
8521-EYBBJ,Female,No,No,No,55,Yes,No,Two year,Electronic check,24.59,1344.02,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
3563-VWMEE,Male,No,No,No,56,Yes,Fiber optic,Two year,Mailed check,101.42,5715.9,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
5517-EOIWR,Male,No,Yes,Yes,61,Yes,Fiber optic,Two year,Credit card (automatic),94.45,5729.61,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
0684-JPXVA,Male,No,No,No,37,Yes,Fiber optic,One year,Electronic check,103.92,3808.58,No,60,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
8023-ELVYQ,Male,No,Yes,Yes,6,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),94.68,565.38,No,80,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
2422-TNBNY,Female,No,Yes,No,30,Yes,DSL,Month-to-month,Credit card (automatic),67.19,2012.9,No,53,Medium,#FFD700,Standard,General Subscriber
2396-PKNXO,Male,No,No,No,29,Yes,No,One year,Bank transfer (automatic),22.65,658.03,No,10,Low,#00F5D4,Budget,General Subscriber
1189-PWEJW,Female,No,No,Yes,4,Yes,Fiber optic,Month-to-month,Mailed check,108.77,436.89,No,90,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
7326-XQDHN,Female,No,Yes,Yes,29,Yes,No,Month-to-month,Electronic check,22.69,657.77,No,45,Medium,#FFD700,Budget,General Subscriber
9596-FXICU,Female,No,Yes,Yes,54,Yes,DSL,One year,Electronic check,57.14,3071.34,No,20,Low,#00F5D4,Loyal,Loyal Long-Term User
5825-IYKXY,Female,No,No,No,57,Yes,Fiber optic,Two year,Mailed check,108.67,6253.39,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
0341-LSJYT,Female,No,Yes,Yes,15,Yes,DSL,Month-to-month,Credit card (automatic),61.06,906.94,No,53,Medium,#FFD700,Standard,General Subscriber
1497-MJEHM,Female,No,Yes,Yes,56,Yes,Fiber optic,Two year,Credit card (automatic),108.79,6102.87,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
0943-CLFDC,Male,Yes,No,No,24,Yes,Fiber optic,Month-to-month,Credit card (automatic),95.19,2287.09,No,80,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
4650-JYKMS,Male,Yes,No,No,8,Yes,No,Month-to-month,Credit card (automatic),23.3,187.59,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
8187-CZYCW,Female,No,No,No,55,Yes,DSL,Two year,Mailed check,52.3,2887.25,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
0645-JPQZG,Female,No,No,No,5,Yes,Fiber optic,Month-to-month,Electronic check,99.7,497.55,No,100,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
5029-OMOBY,Male,No,Yes,No,45,Yes,No,One year,Bank transfer (automatic),23.24,1055.47,No,0,Low,#00F5D4,Budget,General Subscriber
2600-LJERN,Female,No,No,No,60,Yes,Fiber optic,Two year,Bank transfer (automatic),91.64,5549.13,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
8825-RUFXH,Male,No,No,No,16,Yes,DSL,Month-to-month,Electronic check,62.38,993.74,No,73,High,#FF007F,High-Risk,General Subscriber
8100-MGDAK,Male,Yes,No,No,6,Yes,No,Month-to-month,Electronic check,22.17,132.97,No,65,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
3821-BTFBB,Female,Yes,Yes,Yes,14,Yes,DSL,Month-to-month,Mailed check,65.35,918.04,No,58,Medium,#FFD700,Standard,General Subscriber
2501-RUROE,Female,No,No,No,67,Yes,No,Two year,Credit card (automatic),23.85,1599.44,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
7130-QUIQG,Male,Yes,Yes,Yes,2,Yes,No,Month-to-month,Bank transfer (automatic),24.98,49.9,No,55,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
9367-UANXC,Male,No,Yes,Yes,49,Yes,Fiber optic,Month-to-month,Electronic check,90.13,4380.01,No,70,High,#FF007F,"Loyal, High-Risk, Premium",High-Value Churn-Risk
6042-KSSAI,Female,Yes,Yes,No,67,Yes,No,Two year,Bank transfer (automatic),23.73,1581.51,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
4574-HJUFK,Male,No,Yes,No,46,Yes,No,One year,Mailed check,21.11,963.35,No,0,Low,#00F5D4,Budget,General Subscriber
2868-ZLEDV,Female,Yes,No,No,31,Yes,Fiber optic,One year,Credit card (automatic),106.22,3261.39,No,55,Medium,#FFD700,Premium,General Subscriber
6085-LBEVM,Female,No,No,No,48,Yes,Fiber optic,One year,Bank transfer (automatic),108.68,5206.96,No,35,Medium,#FFD700,"Loyal, Premium",General Subscriber
7207-BHNWP,Female,No,No,No,72,Yes,DSL,Two year,Bank transfer (automatic),53.07,3803.85,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
5481-SZYVG,Female,No,Yes,No,46,Yes,DSL,Month-to-month,Electronic check,67.11,3061.1,No,63,High,#FF007F,High-Risk,General Subscriber
7798-WOSKA,Male,No,Yes,Yes,53,Yes,DSL,Two year,Credit card (automatic),51.9,2767.97,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
5796-KEPGS,Female,No,Yes,Yes,69,Yes,DSL,Two year,Credit card (automatic),62.89,4364.63,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
2444-LCMTN,Female,No,Yes,Yes,16,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),90.62,1456.12,No,70,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
2743-SHTWD,Female,No,No,No,6,Yes,DSL,Month-to-month,Bank transfer (automatic),64.45,389.01,No,68,High,#FF007F,"High-Risk, Short-Term",General Subscriber
7958-UMBOF,Male,Yes,Yes,Yes,72,Yes,DSL,Two year,Mailed check,70.28,5090.32,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
7594-DVSXA,Male,No,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Credit card (automatic),104.98,728.6,No,80,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
1393-MXBZL,Male,Yes,Yes,No,1,Yes,Fiber optic,Month-to-month,Credit card (automatic),97.24,97.6,No,95,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
5475-LCKYV,Male,No,Yes,No,20,Yes,No,Month-to-month,Mailed check,24.46,489.27,No,30,Medium,#FFD700,Budget,General Subscriber
9191-OPWAC,Female,No,No,No,59,Yes,Fiber optic,Two year,Credit card (automatic),108.86,6463.42,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
2177-WXXJX,Male,No,No,No,6,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),107.31,650.23,No,85,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
8248-CGERZ,Female,No,Yes,No,62,Yes,No,Two year,Credit card (automatic),21.37,1336.29,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
6407-DWXJU,Female,No,Yes,Yes,56,Yes,No,Two year,Credit card (automatic),21.31,1187.43,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
3129-BHQFN,Male,Yes,No,No,41,Yes,No,One year,Electronic check,23.03,947.61,No,25,Low,#00F5D4,Budget,General Subscriber
2276-DLRIY,Female,No,Yes,Yes,66,Yes,DSL,Two year,Electronic check,53.93,3563.68,No,10,Low,#00F5D4,Loyal,Loyal Long-Term User
1329-PLPAG,Male,No,Yes,No,57,Yes,No,Two year,Bank transfer (automatic),23.87,1361.15,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
1873-DPXRY,Male,Yes,No,No,7,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),102.26,718.49,No,90,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
6927-WWJFV,Female,No,Yes,Yes,58,Yes,DSL,Two year,Electronic check,72.51,4204.73,No,18,Low,#00F5D4,Loyal,Loyal Long-Term User
4787-HPJQB,Male,Yes,No,No,14,Yes,DSL,Month-to-month,Credit card (automatic),65.71,923.23,No,63,High,#FF007F,High-Risk,General Subscriber
6295-QCBOP,Female,No,No,No,51,Yes,No,Two year,Bank transfer (automatic),24.9,1277.17,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
4245-BIXTX,Male,No,No,No,7,Yes,DSL,Month-to-month,Credit card (automatic),62.34,435.7,No,68,High,#FF007F,"High-Risk, Short-Term",General Subscriber
3155-FKICW,Male,No,Yes,No,3,No,No,Month-to-month,Bank transfer (automatic),22.06,65.55,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
3458-VKNXW,Male,No,Yes,Yes,57,Yes,No,Month-to-month,Mailed check,21.18,1214.91,No,15,Low,#00F5D4,"Loyal, Budget",General Subscriber
3200-NDDUV,Female,No,No,No,45,Yes,No,One year,Mailed check,20.05,897.4,No,5,Low,#00F5D4,Budget,General Subscriber
2358-UIVLT,Male,No,Yes,No,36,Yes,DSL,One year,Electronic check,59.83,2145.99,No,30,Medium,#FFD700,Standard,General Subscriber
1396-YWBZV,Male,No,No,No,22,Yes,DSL,Month-to-month,Bank transfer (automatic),58.01,1273.5,No,50,Medium,#FFD700,Standard,General Subscriber
9933-HZZKP,Female,No,No,No,55,Yes,DSL,One year,Bank transfer (automatic),63.08,3486.13,No,18,Low,#00F5D4,Loyal,Loyal Long-Term User
2797-EQATE,Male,No,Yes,Yes,47,Yes,Fiber optic,Two year,Electronic check,90.9,4273.07,No,45,Medium,#FFD700,Premium,General Subscriber
5752-ILFDM,Male,No,Yes,No,48,Yes,No,Two year,Bank transfer (automatic),24.16,1153.93,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
5211-UEDZW,Male,No,No,No,5,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),109.21,542.2,No,95,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
9017-OAMTU,Female,No,No,No,58,Yes,DSL,Two year,Credit card (automatic),59.48,3466.03,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
4364-NFSMW,Female,No,No,No,45,Yes,DSL,One year,Bank transfer (automatic),74.11,3302.35,No,28,Low,#00F5D4,Standard,General Subscriber
6083-ZXAOH,Male,No,No,Yes,44,Yes,Fiber optic,One year,Credit card (automatic),104.72,4609.16,No,40,Medium,#FFD700,Premium,General Subscriber
4492-KZKSH,Female,No,No,No,21,Yes,DSL,Month-to-month,Credit card (automatic),51.72,1094.78,No,50,Medium,#FFD700,Standard,General Subscriber
9596-EVVUP,Male,Yes,Yes,Yes,60,Yes,DSL,Two year,Credit card (automatic),65.92,3917.5,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
8481-ZDOEY,Female,No,Yes,No,15,Yes,DSL,Month-to-month,Electronic check,57.69,867.72,No,60,High,#FF007F,High-Risk,General Subscriber
9818-AQKLI,Female,Yes,No,Yes,49,Yes,Fiber optic,One year,Credit card (automatic),86.33,4234.21,No,35,Medium,#FFD700,Loyal,General Subscriber
0320-EFIAD,Male,No,Yes,No,28,Yes,No,Month-to-month,Electronic check,21.54,598.81,No,45,Medium,#FFD700,Budget,General Subscriber
7400-TJAJH,Male,No,No,Yes,41,Yes,Fiber optic,One year,Credit card (automatic),107.37,4419.59,No,40,Medium,#FFD700,Premium,General Subscriber
9681-VOYKJ,Female,No,Yes,No,8,Yes,DSL,Month-to-month,Electronic check,57.88,459.71,No,70,High,#FF007F,"High-Risk, Short-Term",General Subscriber
2474-MQPSE,Male,Yes,No,No,12,Yes,No,Month-to-month,Credit card (automatic),22.91,276.94,No,40,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
0878-UJDOQ,Male,No,No,No,72,Yes,DSL,Two year,Bank transfer (automatic),64.28,4656.86,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
6349-EGZKW,Female,No,Yes,Yes,51,Yes,DSL,Two year,Bank transfer (automatic),70.14,3601.3,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
1030-ZCNIB,Male,Yes,No,No,42,Yes,No,One year,Electronic check,22.94,959.7,No,25,Low,#00F5D4,Budget,General Subscriber
1991-FAMEI,Male,Yes,No,No,33,Yes,DSL,Month-to-month,Bank transfer (automatic),65.13,2168.33,No,63,High,#FF007F,High-Risk,General Subscriber
5681-CUHIH,Female,No,Yes,No,55,Yes,No,Two year,Mailed check,22.59,1249.38,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
9634-WPFYN,Female,No,No,No,49,Yes,DSL,One year,Credit card (automatic),61.1,3015.29,No,18,Low,#00F5D4,Loyal,Loyal Long-Term User
0872-VIAHM,Male,No,Yes,Yes,44,Yes,Fiber optic,One year,Bank transfer (automatic),85.23,3780.28,No,40,Medium,#FFD700,Standard,General Subscriber
1590-GRFIA,Female,Yes,Yes,Yes,33,Yes,Fiber optic,One year,Credit card (automatic),94.24,3091.28,No,50,Medium,#FFD700,Premium,General Subscriber
6968-TZFWQ,Male,No,No,No,51,No,No,One year,Mailed check,22.16,1138.14,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
1245-PHPVS,Male,No,Yes,No,1,Yes,No,Month-to-month,Electronic check,22.47,22.44,No,65,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
3260-COLJE,Male,No,Yes,Yes,68,Yes,Fiber optic,Two year,Bank transfer (automatic),88.73,6039.96,No,20,Low,#00F5D4,Loyal,Loyal Long-Term User
0618-IYKMW,Male,Yes,No,No,30,Yes,No,Month-to-month,Bank transfer (automatic),24.14,723.91,No,40,Medium,#FFD700,Budget,General Subscriber
4743-ICRQD,Male,No,No,No,58,No,DSL,Two year,Credit card (automatic),52.42,3067.45,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
5559-TXLGT,Male,No,No,No,23,No,DSL,Month-to-month,Mailed check,50.06,1159.49,No,50,Medium,#FFD700,Standard,General Subscriber
9739-NOZBO,Female,Yes,Yes,No,30,Yes,DSL,One year,Mailed check,53.39,1617.41,No,25,Low,#00F5D4,Standard,General Subscriber
5433-WPXIK,Female,No,No,No,54,Yes,DSL,Two year,Credit card (automatic),52.02,2793.38,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
