customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6557-KDRIW,Female,0,Yes,Yes,10,Yes,No,Month-to-month,Bank transfer (automatic),20.69,207.08,No
0223-PWPSU,Male,0,Yes,No,61,Yes,Fiber optic,Two year,Credit card (automatic),100.75,6202.89,No
4220-LVQLS,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Mailed check,108.92,109.99,Yes
2914-BYFVE,Male,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Electronic check,93.25,939.65,Yes
6654-BZZPS,Female,0,No,No,13,Yes,DSL,Month-to-month,Credit card (automatic),70.54,919.79,No
3566-FUKOR,Female,0,Yes,No,40,Yes,Fiber optic,One year,Mailed check,93.15,3692.63,Yes
3205-PYZXG,Male,1,No,Yes,37,Yes,DSL,One year,Electronic check,65.55,2405.86,No
6082-XVRED,Female,0,No,No,50,Yes,No,Two year,Mailed check,21.25,1062.27,No
3022-SGARJ,Male,0,Yes,Yes,15,Yes,DSL,Month-to-month,Electronic check,69.27,1037.68,No
2027-QCQWH,Female,0,No,No,72,Yes,No,Two year,Electronic check,20.66,1483.07,No
5671-SEACF,Male,0,No,No,1,Yes,DSL,Month-to-month,Credit card (automatic),71.36,70.74,No
7831-KEHIS,Female,0,No,No,20,Yes,No,Month-to-month,Electronic check,24.19,487.56,Yes
0585-GYPIZ,Male,0,No,No,38,Yes,DSL,One year,Credit card (automatic),66.41,2527.54,No
9147-FAARB,Female,1,No,No,34,Yes,DSL,One year,Electronic check,55.28,1876.5,No
5670-KXLGJ,Female,0,No,No,37,Yes,No,Month-to-month,Bank transfer (automatic),21.38,788.46,No
4044-STFPC,Female,1,Yes,Yes,12,No,No,Month-to-month,Electronic check,20.19,243.07,No
5673-RLNXJ,Female,0,Yes,No,5,Yes,DSL,Month-to-month,Electronic check,54.67,275.43,No
9636-AZJAW,Female,0,No,No,58,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),99.24,5713.48,No
1533-QTNAD,Female,0,Yes,Yes,44,Yes,Fiber optic,One year,Credit card (automatic),93.9,4161.93,No
4363-FFZKW,Female,0,No,No,15,Yes,No,Month-to-month,Mailed check,23.69,356.82,Yes
6571-CJCQP,Female,0,No,No,7,Yes,No,Month-to-month,Bank transfer (automatic),22.6,157.34,No
0171-VDCIF,Female,1,Yes,No,48,Yes,Fiber optic,One year,Mailed check,86.51,4170.83,No
3178-TAFHM,Male,0,No,No,18,Yes,No,Month-to-month,Electronic check,22.25,396.63,No
4538-WQHEE,Female,0,No,Yes,4,Yes,DSL,Month-to-month,Electronic check,63.76,257.42,Yes
1050-FKHRC,Female,0,Yes,No,22,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),105.9,2335.28,No
6545-KYFYC,Female,0,No,No,5,Yes,DSL,Month-to-month,Bank transfer (automatic),54.52,275.32,Yes
0810-TSQJK,Female,0,No,No,47,Yes,DSL,One year,Mailed check,54.34,2575.25,No
4184-EIGKX,Female,0,Yes,No,72,Yes,Fiber optic,Two year,Credit card (automatic),90.81,6588.3,No
8592-ITUHI,Male,0,No,No,59,Yes,No,Two year,Credit card (automatic),21.87,1279.18,No
0806-HUJFW,Male,0,No,No,8,Yes,DSL,Month-to-month,Credit card (automatic),64.19,513.54,No
8918-EJKLH,Male,0,Yes,Yes,3,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),100.81,300.35,Yes
0771-QQCKQ,Male,0,Yes,Yes,29,Yes,Fiber optic,Month-to-month,Electronic check,93.95,2720.26,No
3496-OBTVP,Female,0,Yes,No,2,Yes,No,Month-to-month,Electronic check,20.46,40.6,No
1380-LUEAN,Female,0,Yes,No,64,Yes,DSL,Month-to-month,Credit card (automatic),72.34,4660.71,No
0744-PEUXE,Male,0,No,No,13,Yes,No,Month-to-month,Bank transfer (automatic),24.12,311.17,No
2870-YIQKT,Male,0,No,No,9,Yes,No,Month-to-month,Electronic check,24.63,222.65,No
7754-ZXDCQ,Male,0,No,No,46,Yes,Fiber optic,One year,Electronic check,103.6,4756.66,Yes
1027-NZUHY,Female,0,Yes,Yes,62,Yes,DSL,Two year,Mailed check,57.37,3534.73,No
1343-XPKPJ,Male,0,No,No,57,Yes,Fiber optic,Two year,Bank transfer (automatic),94.44,5366.3,No
7073-DQCJI,Female,1,Yes,No,26,Yes,Fiber optic,One year,Electronic check,90.24,2351.79,Yes
8582-JANQK,Female,0,Yes,No,41,Yes,DSL,Month-to-month,Credit card (automatic),67.26,2785.23,Yes
1770-EKGRZ,Female,0,No,No,42,No,DSL,One year,Electronic check,71.27,2997.02,No
5825-CPWJT,Female,0,No,No,54,Yes,DSL,Two year,Electronic check,58.34,3124.81,No
2361-HPYOK,Female,0,No,No,46,Yes,Fiber optic,One year,Credit card (automatic),98.68,4556.07,No
3311-ILZYT,Female,0,Yes,No,13,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),106.01,1364.51,Yes
1609-QJXCU,Male,0,No,No,34,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),93.11,3139.63,Yes
2184-BPMMP,Female,0,Yes,Yes,53,Yes,DSL,Two year,Electronic check,54.85,2931.04,Yes
6302-LRHMX,Male,0,Yes,No,34,Yes,No,Month-to-month,Credit card (automatic),22.17,747.24,No
9538-OMOSQ,Male,0,No,No,29,Yes,Fiber optic,Month-to-month,Electronic check,94.51,2714.52,Yes
7622-JDJUC,Female,0,Yes,Yes,16,Yes,No,Month-to-month,Mailed check,24.92,397.33,No
2067-XXVEG,Female,0,Yes,Yes,47,Yes,No,One year,Credit card (automatic),22.63,1059.51,No
7887-WYYGQ,Female,0,No,No,59,Yes,No,Two year,Bank transfer (automatic),24.07,1422.71,No
4690-FLTVM,Female,0,No,No,6,No,No,Month-to-month,Mailed check,20.21,120.11,Yes
8783-GFUBZ,Male,0,No,No,11,Yes,DSL,Month-to-month,Electronic check,74.03,808.35,Yes
9132-DIPXK,Female,0,Yes,No,5,Yes,DSL,Month-to-month,Mailed check,71.48,360.32,No
7050-OKOXR,Female,0,No,Yes,52,Yes,No,Two year,Bank transfer (automatic),22.26,1163.05,No
6866-OTBDN,Male,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Credit card (automatic),104.1,940.14,Yes
9526-ZMLGG,Female,0,No,No,66,Yes,Fiber optic,Two year,Bank transfer (automatic),96.9,6376.85,No
2542-OVPDR,Male,0,Yes,Yes,23,Yes,Fiber optic,One year,Electronic check,95.76,2190.31,No
6115-NJBKR,Male,0,Yes,Yes,9,No,No,Month-to-month,Credit card (automatic),20.62,186.58,Yes
3090-XFBMQ,Female,0,No,No,15,Yes,No,Month-to-month,Credit card (automatic),21.22,316.48,No
7240-YWZBZ,Female,0,Yes,Yes,8,Yes,DSL,Month-to-month,Electronic check,52.48,421.94,No
1813-PSOVU,Female,0,Yes,No,10,Yes,No,Month-to-month,Electronic check,22.67,228.29,Yes
2113-VGIBO,Female,0,Yes,Yes,58,Yes,No,Two year,Bank transfer (automatic),20.94,1214.84,No
3559-PRYOU,Male,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Credit card (automatic),87.24,440.33,Yes
9677-LHNED,Female,1,No,No,47,Yes,Fiber optic,Month-to-month,Credit card (automatic),106.53,5004.63,No
0770-FYCIP,Male,0,No,No,67,Yes,DSL,Two year,Bank transfer (automatic),55.13,3705.3,No
9318-IKVWO,Male,0,Yes,Yes,59,Yes,Fiber optic,Two year,Credit card (automatic),106.25,6316.54,No
9687-STXYZ,Female,0,No,No,3,No,DSL,Month-to-month,Electronic check,66.17,196.6,Yes
1670-IBISE,Female,0,No,Yes,68,Yes,Fiber optic,Two year,Credit card (automatic),91.32,6180.44,No
8866-GQAAG,Female,1,No,No,40,Yes,Fiber optic,One year,Mailed check,101.62,4103.57,Yes
1297-QLKES,Male,0,Yes,No,28,Yes,DSL,Month-to-month,Electronic check,71.87,2030.65,No
5434-BKIVV,Female,0,Yes,Yes,55,Yes,No,Two year,Electronic check,24.31,1350.07,No
8697-PVEYR,Male,0,No,Yes,1,Yes,DSL,Month-to-month,Mailed check,58.92,59.45,No
9525-QBBAS,Male,0,Yes,No,16,Yes,No,Month-to-month,Credit card (automatic),20.39,325.52,No
9373-ZKBCB,Female,0,Yes,Yes,28,Yes,DSL,One year,Mailed check,53.12,1497.04,No
1892-HIRFE,Female,0,No,Yes,36,Yes,No,One year,Bank transfer (automatic),20.79,745.21,No
5987-XCCTN,Female,1,Yes,No,16,Yes,Fiber optic,Month-to-month,Mailed check,104.5,1680.04,No
1290-IFJAQ,Female,0,No,No,11,Yes,No,Month-to-month,Electronic check,22.37,246.6,Yes
0629-TXZCX,Female,0,No,Yes,14,Yes,DSL,One year,Bank transfer (automatic),55.42,775.36,No
3009-DMJMC,Female,0,No,No,21,Yes,Fiber optic,Month-to-month,Electronic check,94.78,2002.47,No
4523-XNEDT,Female,0,No,Yes,8,Yes,DSL,Month-to-month,Mailed check,73.96,590.92,Yes
6237-UYXNG,Male,0,No,No,51,Yes,No,Two year,Mailed check,24.86,1263.62,No
2774-QBPNM,Male,0,Yes,No,61,Yes,Fiber optic,Two year,Mailed check,93.87,5741.73,No
4495-XCONJ,Female,0,Yes,Yes,5,Yes,Fiber optic,Month-to-month,Electronic check,95.48,480.87,Yes
5948-EPBYN,Female,0,No,No,45,Yes,No,Two year,Electronic check,21.73,971.05,No
8206-JMAYE,Female,0,No,No,32,Yes,DSL,Month-to-month,Mailed check,56.4,1813.86,No
8818-NSNPK,Female,0,No,No,39,No,No,One year,Mailed check,22.56,880.63,No
7398-BSYTY,Male,0,No,No,37,Yes,No,One year,Electronic check,21.7,795.46,No
3784-TQNBB,Male,0,No,No,15,Yes,No,Month-to-month,Electronic check,21.75,326.2,No
4399-LUYVA,Female,0,No,No,46,Yes,DSL,One year,Credit card (automatic),72.05,3319.09,No
5973-AXVWO,Male,0,Yes,Yes,10,Yes,DSL,One year,Electronic check,50.23,501.42,No
6213-SFGRD,Male,0,No,No,27,No,DSL,One year,Mailed check,65.93,1780.94,No
0645-GHRJL,Female,0,No,No,45,Yes,No,One year,Bank transfer (automatic),22.32,1013.08,No
8285-GHEGY,Female,0,No,No,28,Yes,No,Month-to-month,Credit card (automatic),22.66,635.01,No
0874-YMPIB,Female,0,Yes,No,22,No,DSL,Month-to-month,Mailed check,63.43,1386.6,No
1150-QFYJV,Male,0,Yes,Yes,8,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),97.1,783.6,Yes
7473-LLROQ,Male,0,No,No,46,Yes,Fiber optic,Month-to-month,Credit card (automatic),97.49,4460.77,Yes
1975-OLHBU,Male,0,Yes,Yes,14,No,No,Month-to-month,Electronic check,22.49,313.05,Yes
3969-ENCSV,Female,0,Yes,No,38,Yes,DSL,One year,Bank transfer (automatic),50.94,1918.11,No
7097-JVZDI,Female,0,No,Yes,49,Yes,Fiber optic,One year,Mailed check,100.0,4858.04,No
7197-KCMII,Male,0,No,No,66,Yes,DSL,Two year,Electronic check,68.58,4527.58,No
7485-XWJFB,Male,0,Yes,Yes,67,Yes,DSL,Two year,Electronic check,72.56,4840.25,No
8673-AQLXU,Male,0,Yes,Yes,43,Yes,No,One year,Electronic check,23.38,999.4,No
4125-XZYYI,Female,0,No,Yes,64,Yes,No,Two year,Mailed check,23.99,1547.09,No
8651-OSGRU,Male,0,Yes,Yes,57,Yes,Fiber optic,One year,Bank transfer (automatic),104.01,5922.82,No
3771-LZOYR,Male,0,Yes,Yes,49,Yes,No,Month-to-month,Mailed check,23.9,1159.8,No
8296-GLKYW,Female,0,No,No,54,Yes,Fiber optic,Two year,Credit card (automatic),104.95,5706.79,No
4161-VMMTU,Male,0,No,No,28,Yes,No,One year,Bank transfer (automatic),24.18,679.57,No
2289-PIGXI,Male,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Mailed check,86.09,954.05,Yes
1662-WZXEW,Male,1,No,No,51,Yes,Fiber optic,Two year,Electronic check,98.83,5022.85,Yes
6217-VKNFN,Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Credit card (automatic),105.93,319.26,Yes
7988-SAZAV,Male,0,Yes,Yes,9,Yes,No,Month-to-month,Electronic check,24.1,215.64,Yes
1249-LIGVF,Female,0,No,No,6,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),86.77,525.34,Yes
2778-ZZHYJ,Female,0,No,No,6,No,No,Month-to-month,Mailed check,24.77,148.66,No
2326-NRBRM,Male,0,Yes,Yes,27,Yes,Fiber optic,One year,Credit card (automatic),95.82,2570.01,No
0356-WMBSI,Male,0,No,No,8,Yes,Fiber optic,Month-to-month,Mailed check,100.56,803.01,Yes
8976-DUMUR,Female,0,Yes,No,60,Yes,Fiber optic,Two year,Mailed check,101.45,6133.97,No
6588-MRAFF,Male,0,No,No,56,Yes,DSL,Two year,Electronic check,59.88,3365.03,No
2601-QHLZP,Male,0,No,Yes,59,Yes,Fiber optic,Two year,Bank transfer (automatic),106.69,6302.01,Yes
6957-KLKFM,Male,0,No,No,1,Yes,No,Month-to-month,Credit card (automatic),20.26,20.39,No
4517-IVGQR,Female,0,Yes,Yes,1,Yes,No,Month-to-month,Bank transfer (automatic),23.99,24.14,No
3221-PVQIC,Male,1,No,No,66,No,No,Two year,Mailed check,22.15,1474.93,No
3643-WVSMX,Female,0,No,No,20,Yes,DSL,Month-to-month,Mailed check,53.66,1071.94,No
1421-IKJOQ,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),95.84,95.14,Yes
0001-ZRZQS,Male,0,No,No,28,Yes,DSL,One year,Credit card (automatic),63.23,1761.18,No
2096-ERNRV,Male,1,No,No,41,Yes,No,Month-to-month,Credit card (automatic),24.79,1013.34,No
0618-LDMQQ,Male,0,No,No,41,Yes,Fiber optic,One year,Bank transfer (automatic),98.26,3993.6,Yes
8265-EXLOL,Male,0,No,No,18,Yes,No,Month-to-month,Bank transfer (automatic),23.43,422.0,Yes
0571-OTWQK,Male,0,Yes,No,58,Yes,DSL,Two year,Mailed check,50.26,2907.16,No
0298-EKCYN,Female,0,No,No,23,Yes,Fiber optic,One year,Bank transfer (automatic),104.67,2386.73,Yes
0128-HWIIT,Female,1,No,No,72,Yes,DSL,Two year,Electronic check,73.73,5291.43,No
7998-KCTML,Female,0,No,No,54,Yes,Fiber optic,Two year,Credit card (automatic),106.94,5779.51,No
9903-EXHWQ,Male,0,No,No,2,Yes,No,Month-to-month,Mailed check,23.47,47.11,Yes
9893-FBTRS,Female,0,No,No,5,Yes,Fiber optic,Month-to-month,Credit card (automatic),108.69,547.36,Yes
1578-SSHPW,Female,0,No,No,35,Yes,DSL,Month-to-month,Mailed check,65.12,2287.1,No
4487-XWXTJ,Male,0,Yes,No,13,Yes,Fiber optic,Month-to-month,Electronic check,104.44,1361.1,Yes
2280-HSXZB,Female,1,Yes,No,5,Yes,No,Month-to-month,Mailed check,22.49,112.3,Yes
5505-WEQIH,Female,0,No,No,51,Yes,DSL,Two year,Mailed check,53.94,2757.12,No
5331-UZRLJ,Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Mailed check,98.31,295.16,No
5214-TLOWV,Male,0,No,No,3,Yes,DSL,Month-to-month,Electronic check,71.28,212.16,No
3205-XIQQA,Female,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Electronic check,105.5,1157.39,Yes
2860-PIRKZ,Female,0,No,No,6,Yes,No,Month-to-month,Credit card (automatic),20.85,125.72,No
0817-FPLVL,Female,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Electronic check,92.33,741.22,No
2139-KDDMP,Female,0,No,No,72,Yes,DSL,Two year,Bank transfer (automatic),58.3,4166.46,No
9347-KRIGO,Male,1,No,No,2,Yes,DSL,Month-to-month,Bank transfer (automatic),54.11,107.36,No
5523-BILVU,Female,0,Yes,Yes,34,Yes,No,One year,Credit card (automatic),24.52,829.88,No
4956-ZRRVZ,Female,0,Yes,Yes,62,Yes,Fiber optic,Two year,Credit card (automatic),106.81,6637.64,Yes
1172-GZIUN,Male,1,Yes,No,15,Yes,DSL,Month-to-month,Mailed check,60.4,911.54,Yes
4792-DYSBH,Female,0,No,No,6,Yes,No,Month-to-month,Electronic check,23.62,141.34,No
3201-AWPVH,Male,0,Yes,No,2,Yes,Fiber optic,Month-to-month,Credit card (automatic),99.27,197.51,Yes
0882-TAGDD,Male,1,Yes,No,9,Yes,No,Month-to-month,Bank transfer (automatic),23.21,208.49,Yes
5553-QZCVB,Female,0,No,No,2,Yes,No,Month-to-month,Mailed check,22.42,44.83,No
5814-HAEGY,Male,0,Yes,Yes,50,Yes,No,Two year,Credit card (automatic),20.52,1026.69,No
5760-KQPRT,Female,0,Yes,No,20,No,DSL,Month-to-month,Bank transfer (automatic),52.37,1057.63,No
8064-YZKTZ,Male,0,No,No,57,Yes,No,One year,Bank transfer (automatic),20.89,1181.51,No
0958-MBKVA,Male,0,Yes,Yes,24,Yes,DSL,Month-to-month,Bank transfer (automatic),58.36,1392.72,Yes
9158-WQISB,Female,0,Yes,No,12,Yes,DSL,Month-to-month,Credit card (automatic),64.69,783.02,Yes
4040-XYSGH,Male,0,Yes,Yes,47,Yes,DSL,One year,Bank transfer (automatic),69.24,3247.93,No
5665-JVQNX,Female,1,No,No,55,Yes,DSL,Two year,Bank transfer (automatic),50.3,2769.3,No
1685-RVWJC,Male,0,Yes,Yes,64,Yes,Fiber optic,Two year,Mailed check,91.13,5779.61,No
8689-HTPPO,Female,0,Yes,Yes,64,Yes,No,Two year,Electronic check,20.26,1294.49,No
5694-WLTPJ,Female,0,Yes,No,8,Yes,No,Month-to-month,Bank transfer (automatic),21.74,175.35,Yes
9202-WDHJR,Female,1,No,No,1,Yes,DSL,Month-to-month,Bank transfer (automatic),58.09,57.65,Yes
7178-JLQPK,Male,0,No,No,4,Yes,Fiber optic,Month-to-month,Credit card (automatic),98.39,397.11,Yes
3607-JWGHS,Female,0,No,No,5,Yes,No,Month-to-month,Credit card (automatic),24.75,122.53,No
8159-HGYMQ,Female,1,Yes,No,38,Yes,DSL,One year,Credit card (automatic),59.61,2265.64,No
3576-HZCDS,Male,0,Yes,No,61,Yes,Fiber optic,Two year,Credit card (automatic),85.94,5221.41,No
5187-RNGQK,Male,0,No,No,64,Yes,DSL,Two year,Bank transfer (automatic),55.43,3577.49,No
0533-FKKPL,Male,0,No,No,49,Yes,DSL,One year,Bank transfer (automatic),54.01,2661.52,No
9023-WPYBW,Female,0,No,Yes,69,Yes,No,Two year,Mailed check,21.63,1504.52,No
6867-YVDIS,Female,0,No,No,26,Yes,No,One year,Electronic check,22.79,586.65,Yes
1842-LUFNI,Female,0,Yes,Yes,17,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),94.16,1589.46,Yes
6209-PKUYT,Female,0,No,No,2,Yes,DSL,Month-to-month,Bank transfer (automatic),58.56,117.83,Yes
2828-KUTPD,Female,1,No,No,23,Yes,Fiber optic,Month-to-month,Credit card (automatic),104.02,2407.61,No
0942-WDMWS,Female,1,No,No,20,Yes,Fiber optic,Month-to-month,Mailed check,100.06,1982.5,No
6177-RUTIJ,Male,0,Yes,No,55,Yes,DSL,Two year,Credit card (automatic),59.76,3268.59,No
9115-RYIGW,Female,1,Yes,Yes,59,Yes,Fiber optic,Two year,Mailed check,91.81,5398.07,No
1439-QIADA,Male,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,Credit card (automatic),95.57,1350.57,No
6282-YKAUT,Male,1,Yes,Yes,71,Yes,No,Month-to-month,Electronic check,24.77,1750.04,No
0040-NGQWR,Male,0,No,No,28,Yes,Fiber optic,One year,Electronic check,87.75,2473.35,Yes
5440-ZMAAK,Female,0,No,No,59,Yes,No,Two year,Mailed check,24.52,1442.88,No
9783-UICFU,Male,1,Yes,Yes,4,Yes,DSL,Month-to-month,Mailed check,58.19,233.56,Yes
7387-HVGJC,Male,0,Yes,No,36,Yes,Fiber optic,One year,Bank transfer (automatic),94.11,3380.26,No
6271-GCEWJ,Female,1,Yes,Yes,5,Yes,Fiber optic,Month-to-month,Electronic check,98.36,489.32,Yes
5233-LLZYU,Male,0,Yes,Yes,20,Yes,Fiber optic,Month-to-month,Credit card (automatic),92.6,1847.19,No
1532-PNZGU,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),103.58,206.62,Yes
3843-WNMCC,Female,0,No,No,63,No,No,Two year,Bank transfer (automatic),22.97,1451.98,No
9890-YBCDC,Female,0,Yes,Yes,5,Yes,DSL,Month-to-month,Electronic check,50.29,252.38,Yes
7798-BRPJK,Male,0,No,No,57,Yes,DSL,Two year,Mailed check,50.92,2917.19,No
3861-NBEEE,Male,0,Yes,No,17,Yes,Fiber optic,Month-to-month,Electronic check,96.04,1643.83,No
0183-FLWKC,Female,1,Yes,No,5,Yes,Fiber optic,Month-to-month,Mailed check,95.8,478.13,Yes
4001-PIZFL,Female,0,No,No,4,Yes,Fiber optic,Month-to-month,Electronic check,96.89,387.14,Yes
8099-LZNAK,Female,0,No,No,17,Yes,Fiber optic,Month-to-month,Electronic check,108.72,1830.41,Yes
5789-RNRPV,Male,0,Yes,Yes,51,Yes,No,One year,Credit card (automatic),22.18,1127.39,No
7630-OFWRO,Female,0,No,No,59,Yes,DSL,One year,Mailed check,51.86,3044.42,No
0792-PJMXE,Female,0,Yes,Yes,9,Yes,No,Month-to-month,Mailed check,22.01,199.11,No
9266-SDTPM,Male,0,Yes,Yes,69,Yes,No,Two year,Bank transfer (automatic),21.29,1471.63,No
9484-ODXMP,Male,0,No,No,11,Yes,No,Month-to-month,Electronic check,20.1,221.32,Yes
0640-GGVXL,Male,0,No,No,62,Yes,No,Two year,Bank transfer (automatic),21.7,1334.38,No
9572-UVFRD,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,Credit card (automatic),99.78,699.18,No
1976-OXVYH,Female,0,Yes,Yes,50,Yes,No,Two year,Mailed check,24.3,1223.33,No
5157-EZAFI,Female,0,Yes,Yes,11,Yes,No,Month-to-month,Credit card (automatic),21.63,238.41,No
3625-NVMLJ,Female,0,Yes,Yes,38,Yes,DSL,One year,Electronic check,66.83,2563.41,No
3996-BMOLE,Male,0,No,Yes,44,Yes,DSL,Two year,Credit card (automatic),58.85,2569.06,No
2875-IEUQS,Female,1,No,No,15,Yes,No,Month-to-month,Bank transfer (automatic),21.03,312.53,Yes
3917-GXZBA,Male,0,No,No,46,Yes,Fiber optic,One year,Mailed check,91.33,4211.59,No
3215-WTNNU,Female,0,No,No,44,Yes,Fiber optic,One year,Bank transfer (automatic),93.3,4144.9,No
9009-PISSH,Male,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),94.85,1316.12,No
4484-MNXDU,Female,0,No,Yes,1,Yes,DSL,Month-to-month,Electronic check,72.62,72.2,No
0272-XXLPK,Female,0,Yes,Yes,5,Yes,DSL,Month-to-month,Mailed check,67.89,336.31,No
1796-RYLDJ,Male,0,No,No,47,Yes,DSL,One year,Electronic check,67.2,3148.27,No
1437-OAVDJ,Female,0,Yes,No,48,Yes,Fiber optic,One year,Electronic check,88.2,4267.91,Yes
9920-OPBLP,Male,0,Yes,No,4,Yes,Fiber optic,Month-to-month,Mailed check,94.12,379.03,Yes
6012-XQRWZ,Male,0,No,No,62,Yes,Fiber optic,Two year,Credit card (automatic),103.26,6413.14,No
0727-TARPH,Female,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Credit card (automatic),99.02,897.5,Yes
5899-YDUGK,Male,0,No,No,48,No,DSL,Two year,Credit card (automatic),67.96,3266.07,No
1025-MVUSQ,Female,0,No,No,48,Yes,Fiber optic,One year,Credit card (automatic),95.85,4633.77,No
3277-KIAKL,Male,0,Yes,No,56,Yes,No,Two year,Bank transfer (automatic),22.99,1282.9,No
4792-RXTPA,Female,0,No,No,41,Yes,DSL,Two year,Mailed check,65.05,2685.37,No
8650-TLVUE,Male,0,Yes,Yes,5,Yes,Fiber optic,Month-to-month,Electronic check,91.82,456.11,Yes
0091-BHCEQ,Female,0,Yes,No,63,Yes,Fiber optic,Two year,Bank transfer (automatic),103.82,6525.25,No
2696-JBPMH,Male,0,Yes,Yes,48,Yes,Fiber optic,Two year,Electronic check,104.55,5009.96,Yes
7805-JAODF,Male,0,Yes,Yes,56,Yes,Fiber optic,One year,Electronic check,93.01,5225.21,Yes
3152-GLFVW,Male,0,Yes,Yes,43,Yes,No,One year,Mailed check,21.56,928.83,No
0011-EQIYB,Female,0,No,No,32,No,No,Month-to-month,Bank transfer (automatic),23.88,759.02,No
9082-MQCZZ,Male,0,Yes,No,44,Yes,DSL,One year,Electronic check,67.48,2974.81,No
1700-DLTDS,Male,0,No,No,5,Yes,DSL,Month-to-month,Credit card (automatic),52.16,261.71,Yes
9145-LALNU,Male,0,Yes,Yes,11,Yes,No,Month-to-month,Bank transfer (automatic),24.51,267.69,Yes
9242-WBZUS,Female,0,No,No,35,Yes,DSL,One year,Credit card (automatic),54.69,1928.09,Yes
7224-IDIYM,Female,0,No,No,53,Yes,DSL,Two year,Credit card (automatic),60.92,3220.65,No
2572-IZTEY,Male,0,No,No,66,Yes,No,Two year,Credit card (automatic),20.12,1322.46,No
3701-YUJCK,Male,1,Yes,No,50,Yes,Fiber optic,Two year,Credit card (automatic),108.48,5378.77,Yes
5876-MFMTB,Female,1,No,No,9,Yes,Fiber optic,Month-to-month,Mailed check,98.11,874.81,Yes
1316-XRRTO,Female,0,Yes,No,31,Yes,Fiber optic,One year,Bank transfer (automatic),98.35,3073.23,No
7058-ZAGBP,Female,0,No,Yes,21,Yes,Fiber optic,Month-to-month,Electronic check,86.58,1822.85,No
9730-ZGCZB,Male,0,No,No,7,Yes,No,Month-to-month,Electronic check,24.33,170.12,No
6432-MGDJF,Male,0,Yes,No,6,No,DSL,Month-to-month,Bank transfer (automatic),74.24,443.13,Yes
0240-TPKFX,Male,1,No,No,6,Yes,DSL,Month-to-month,Electronic check,55.57,334.24,No
7740-YVUCT,Male,0,Yes,Yes,1,Yes,DSL,Month-to-month,Credit card (automatic),65.92,66.43,Yes
5047-REPPG,Male,0,No,No,64,Yes,DSL,Two year,Credit card (automatic),68.12,4380.72,No
9988-HKXXC,Female,0,Yes,Yes,20,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),92.97,1850.64,Yes
5396-MBQYN,Female,0,No,Yes,9,No,No,Month-to-month,Credit card (automatic),22.13,197.95,No
9456-CQTVC,Female,0,Yes,No,50,Yes,No,One year,Electronic check,21.04,1060.99,No
8882-TLMGO,Male,0,No,No,18,Yes,DSL,Month-to-month,Credit card (automatic),73.31,1330.44,Yes
1421-DVFKH,Male,0,No,No,6,Yes,DSL,Month-to-month,Electronic check,71.12,430.65,Yes
6679-YWLND,Female,0,Yes,No,1,Yes,DSL,Month-to-month,Bank transfer (automatic),55.35,55.45,No
5778-TYPZV,Male,0,No,No,2,Yes,DSL,Month-to-month,Electronic check,57.78,114.42,No
6900-ICQCZ,Female,0,Yes,Yes,2,Yes,No,Month-to-month,Mailed check,23.95,47.67,No
1011-XAMBA,Female,1,No,No,8,No,DSL,Month-to-month,Mailed check,74.51,592.05,Yes
6509-RADPU,Female,0,No,No,49,Yes,Fiber optic,Two year,Bank transfer (automatic),96.06,4706.18,No
3512-ABIWL,Female,0,Yes,No,32,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),105.52,3360.75,Yes
2789-DCOXJ,Male,0,Yes,No,3,Yes,No,Month-to-month,Bank transfer (automatic),20.99,62.78,No
6825-JCHYW,Female,1,No,Yes,17,Yes,No,Month-to-month,Mailed check,21.42,364.98,No
7847-NLAKJ,Male,0,No,No,33,Yes,Fiber optic,One year,Mailed check,97.0,3181.76,Yes
