Order_ID,Customer_ID,Region_ID,State,City,Order_Date,Ship_Date,Ship_Mode
ORD-14245,CUST-2409,REG-03,Texas,Houston,2024-08-28,2024-09-04,Standard Class
ORD-14246,CUST-2769,REG-04,Wisconsin,Milwaukee,2024-05-19,2024-05-24,Standard Class
ORD-14247,CUST-2606,REG-01,New York,New York,2025-08-07,2025-08-09,First Class
ORD-14248,CUST-1361,REG-04,Indiana,Indianapolis,2024-12-07,2024-12-12,Standard Class
ORD-14249,CUST-1423,REG-01,Pennsylvania,Philadelphia,2024-01-20,2024-01-27,Standard Class
ORD-14250,CUST-2628,REG-01,Ohio,Cleveland,2025-05-11,2025-05-15,Second Class
ORD-14251,CUST-1879,REG-04,Michigan,Detroit,2024-05-18,2024-05-19,First Class
ORD-14252,CUST-1114,REG-04,Illinois,Chicago,2025-06-03,2025-06-07,Second Class
ORD-14253,CUST-1686,REG-03,Virginia,Richmond,2024-12-17,2024-12-23,Standard Class
ORD-14254,CUST-2285,REG-01,Pennsylvania,Philadelphia,2024-02-13,2024-02-13,Same Day
ORD-14255,CUST-2524,REG-01,New Jersey,Newark,2025-03-22,2025-03-28,Standard Class
ORD-14256,CUST-1418,REG-03,Texas,Houston,2024-09-14,2024-09-16,First Class
ORD-14257,CUST-2250,REG-01,New Jersey,Newark,2024-01-29,2024-02-02,Standard Class
ORD-14258,CUST-2456,REG-03,Florida,Miami,2025-06-20,2025-06-26,Standard Class
ORD-14259,CUST-2525,REG-02,Washington,Seattle,2024-03-15,2024-03-19,Standard Class
ORD-14260,CUST-2329,REG-03,Georgia,Atlanta,2024-12-07,2024-12-09,First Class
ORD-14261,CUST-1956,REG-04,Minnesota,Minneapolis,2025-10-15,2025-10-22,Standard Class
ORD-14262,CUST-1877,REG-01,New York,New York,2024-02-13,2024-02-16,Second Class
ORD-14263,CUST-1040,REG-04,Illinois,Chicago,2024-10-07,2024-10-08,First Class
ORD-14264,CUST-2340,REG-03,Florida,Miami,2025-05-06,2025-05-11,Standard Class
ORD-14265,CUST-2420,REG-02,Colorado,Denver,2025-04-06,2025-04-12,Standard Class
ORD-14266,CUST-2272,REG-02,California,San Francisco,2025-12-18,2025-12-20,First Class
ORD-14267,CUST-2330,REG-03,Texas,Austin,2025-04-22,2025-04-29,Standard Class
ORD-14268,CUST-2562,REG-04,Minnesota,Minneapolis,2026-02-05,2026-02-09,Standard Class
ORD-14269,CUST-1700,REG-02,Oregon,Portland,2024-04-16,2024-04-17,First Class
ORD-14270,CUST-1463,REG-01,Ohio,Cleveland,2024-11-23,2024-11-25,First Class
ORD-14271,CUST-2580,REG-03,Georgia,Atlanta,2024-11-02,2024-11-08,Standard Class
ORD-14272,CUST-1451,REG-04,Wisconsin,Milwaukee,2026-01-24,2026-01-31,Standard Class
ORD-14273,CUST-2560,REG-02,Colorado,Denver,2024-11-17,2024-11-21,Second Class
ORD-14274,CUST-2131,REG-01,Ohio,Cleveland,2025-12-02,2025-12-06,Standard Class
ORD-14275,CUST-2029,REG-02,Colorado,Denver,2026-02-22,2026-02-26,Standard Class
ORD-14276,CUST-1066,REG-03,Virginia,Richmond,2024-03-24,2024-03-28,Standard Class
ORD-14277,CUST-1529,REG-02,California,Los Angeles,2026-05-03,2026-05-04,First Class
ORD-14278,CUST-1739,REG-02,California,San Francisco,2026-04-29,2026-05-04,Standard Class
ORD-14279,CUST-1758,REG-01,New York,New York,2025-09-29,2025-09-30,First Class
ORD-14280,CUST-1599,REG-02,Colorado,Denver,2024-08-24,2024-08-27,Second Class
ORD-14281,CUST-1170,REG-02,California,Los Angeles,2024-06-20,2024-06-26,Standard Class
ORD-14282,CUST-1964,REG-04,Wisconsin,Milwaukee,2026-05-25,2026-05-30,Standard Class
ORD-14283,CUST-1588,REG-04,Minnesota,Minneapolis,2024-03-16,2024-03-18,Second Class
ORD-14284,CUST-1282,REG-02,Colorado,Denver,2026-05-20,2026-05-21,First Class
ORD-14285,CUST-1457,REG-03,Virginia,Richmond,2026-05-21,2026-05-22,First Class
ORD-14286,CUST-2056,REG-02,California,Los Angeles,2024-02-08,2024-02-15,Standard Class
ORD-14287,CUST-1767,REG-01,Pennsylvania,Philadelphia,2025-04-07,2025-04-13,Standard Class
ORD-14288,CUST-1069,REG-01,New York,New York,2025-06-23,2025-06-24,First Class
ORD-14289,CUST-2747,REG-01,Pennsylvania,Philadelphia,2024-07-09,2024-07-11,Second Class
ORD-14290,CUST-1417,REG-03,Georgia,Atlanta,2024-05-25,2024-05-28,Second Class
ORD-14291,CUST-1235,REG-02,California,San Francisco,2024-09-22,2024-09-26,Second Class
ORD-14292,CUST-1191,REG-04,Indiana,Indianapolis,2025-06-20,2025-06-24,Standard Class
ORD-14293,CUST-2268,REG-04,Michigan,Detroit,2026-04-26,2026-04-30,Second Class
ORD-14294,CUST-2194,REG-03,Florida,Miami,2024-01-12,2024-01-19,Standard Class
ORD-14295,CUST-1167,REG-01,New Jersey,Newark,2024-11-18,2024-11-24,Standard Class
ORD-14296,CUST-1763,REG-04,Wisconsin,Milwaukee,2026-04-09,2026-04-14,Standard Class
ORD-14297,CUST-2280,REG-01,Pennsylvania,Philadelphia,2025-08-03,2025-08-07,Second Class
ORD-14298,CUST-1750,REG-01,New York,New York,2025-07-06,2025-07-11,Standard Class
ORD-14299,CUST-2942,REG-04,Indiana,Indianapolis,2025-05-28,2025-05-30,Second Class
ORD-14300,CUST-2862,REG-03,North Carolina,Charlotte,2024-08-08,2024-08-13,Standard Class
ORD-14301,CUST-1025,REG-04,Illinois,Chicago,2024-03-17,2024-03-18,First Class
ORD-14302,CUST-2193,REG-03,North Carolina,Charlotte,2024-02-05,2024-02-08,Second Class
ORD-14303,CUST-1477,REG-02,California,Los Angeles,2025-01-25,2025-01-27,Second Class
ORD-14304,CUST-1877,REG-01,New York,New York,2024-02-07,2024-02-09,First Class
ORD-14305,CUST-2762,REG-03,Texas,Houston,2025-01-13,2025-01-14,First Class
ORD-14306,CUST-1605,REG-01,Pennsylvania,Philadelphia,2024-07-08,2024-07-15,Standard Class
ORD-14307,CUST-2703,REG-04,Wisconsin,Milwaukee,2024-02-15,2024-02-19,Standard Class
ORD-14308,CUST-1994,REG-01,Massachusetts,Boston,2024-04-13,2024-04-16,Second Class
ORD-14309,CUST-2636,REG-04,Indiana,Indianapolis,2026-05-09,2026-05-13,Second Class
ORD-14310,CUST-1549,REG-03,Virginia,Richmond,2024-12-09,2024-12-11,Second Class
ORD-14311,CUST-1221,REG-01,New York,New York,2025-03-25,2025-03-29,Second Class
ORD-14312,CUST-1047,REG-03,Virginia,Richmond,2026-05-17,2026-05-23,Standard Class
ORD-14313,CUST-2393,REG-02,Oregon,Portland,2026-03-11,2026-03-16,Standard Class
ORD-14314,CUST-2935,REG-04,Indiana,Indianapolis,2026-05-25,2026-06-01,Standard Class
ORD-14315,CUST-2464,REG-04,Minnesota,Minneapolis,2024-07-15,2024-07-17,First Class
ORD-14316,CUST-2635,REG-04,Michigan,Detroit,2025-02-26,2025-03-04,Standard Class
ORD-14317,CUST-2954,REG-03,Texas,Austin,2024-07-17,2024-07-19,First Class
ORD-14318,CUST-2892,REG-04,Indiana,Indianapolis,2026-02-15,2026-02-16,First Class
ORD-14319,CUST-1401,REG-01,New York,New York,2025-01-17,2025-01-24,Standard Class
ORD-14320,CUST-2803,REG-03,Georgia,Atlanta,2026-05-08,2026-05-13,Standard Class
ORD-14321,CUST-1718,REG-03,North Carolina,Charlotte,2025-03-01,2025-03-03,Second Class
ORD-14322,CUST-1729,REG-01,Massachusetts,Boston,2026-05-21,2026-05-23,Second Class
ORD-14323,CUST-1068,REG-02,Colorado,Denver,2024-05-18,2024-05-24,Standard Class
ORD-14324,CUST-2725,REG-03,Florida,Miami,2024-08-17,2024-08-22,Standard Class
ORD-14325,CUST-2763,REG-01,Massachusetts,Boston,2024-02-06,2024-02-13,Standard Class
ORD-14326,CUST-1306,REG-04,Michigan,Detroit,2024-06-25,2024-07-02,Standard Class
ORD-14327,CUST-2395,REG-04,Minnesota,Minneapolis,2024-04-28,2024-05-01,Second Class
ORD-14328,CUST-2598,REG-01,New Jersey,Newark,2024-07-28,2024-07-28,Same Day
ORD-14329,CUST-2317,REG-01,New Jersey,Newark,2026-03-31,2026-04-05,Standard Class
ORD-14330,CUST-1018,REG-04,Michigan,Detroit,2024-09-04,2024-09-11,Standard Class
ORD-14331,CUST-2229,REG-03,Florida,Miami,2026-03-11,2026-03-16,Standard Class
ORD-14332,CUST-1961,REG-04,Michigan,Detroit,2024-02-21,2024-02-23,First Class
ORD-14333,CUST-2574,REG-04,Indiana,Indianapolis,2024-04-15,2024-04-20,Standard Class
ORD-14334,CUST-1700,REG-02,Oregon,Portland,2026-04-22,2026-04-29,Standard Class
ORD-14335,CUST-1524,REG-04,Michigan,Detroit,2026-05-09,2026-05-12,Second Class
ORD-14336,CUST-1536,REG-02,California,San Francisco,2024-02-20,2024-02-26,Standard Class
ORD-14337,CUST-1285,REG-01,Pennsylvania,Philadelphia,2024-03-07,2024-03-11,Standard Class
ORD-14338,CUST-2917,REG-02,California,Los Angeles,2024-03-13,2024-03-19,Standard Class
ORD-14339,CUST-2216,REG-04,Minnesota,Minneapolis,2025-10-14,2025-10-18,Second Class
ORD-14340,CUST-2451,REG-02,California,San Francisco,2024-12-30,2025-01-01,Second Class
ORD-14341,CUST-2420,REG-02,Colorado,Denver,2024-09-06,2024-09-06,Same Day
ORD-14342,CUST-2298,REG-02,California,San Francisco,2024-05-02,2024-05-06,Second Class
ORD-14343,CUST-2797,REG-04,Indiana,Indianapolis,2024-05-24,2024-05-29,Standard Class
ORD-14344,CUST-2877,REG-02,Colorado,Denver,2025-02-08,2025-02-14,Standard Class
ORD-14345,CUST-2353,REG-03,Georgia,Atlanta,2024-04-24,2024-04-28,Second Class
ORD-14346,CUST-2168,REG-04,Michigan,Detroit,2024-06-14,2024-06-21,Standard Class
ORD-14347,CUST-1959,REG-03,North Carolina,Charlotte,2025-10-14,2025-10-20,Standard Class
ORD-14348,CUST-1745,REG-02,California,San Francisco,2025-01-14,2025-01-20,Standard Class
ORD-14349,CUST-2672,REG-02,California,Los Angeles,2024-03-21,2024-03-24,Second Class
ORD-14350,CUST-1769,REG-03,Virginia,Richmond,2024-05-11,2024-05-16,Standard Class
ORD-14351,CUST-1372,REG-04,Michigan,Detroit,2024-08-09,2024-08-13,Standard Class
ORD-14352,CUST-2924,REG-04,Michigan,Detroit,2024-01-20,2024-01-20,Same Day
ORD-14353,CUST-1333,REG-04,Wisconsin,Milwaukee,2024-03-11,2024-03-17,Standard Class
ORD-14354,CUST-2762,REG-03,Texas,Houston,2024-05-17,2024-05-21,Second Class
ORD-14355,CUST-2509,REG-01,Pennsylvania,Philadelphia,2025-05-14,2025-05-16,First Class
ORD-14356,CUST-2480,REG-04,Minnesota,Minneapolis,2024-08-08,2024-08-14,Standard Class
ORD-14357,CUST-2313,REG-01,Ohio,Cleveland,2024-01-07,2024-01-14,Standard Class
ORD-14358,CUST-1662,REG-01,Massachusetts,Boston,2024-06-08,2024-06-08,Same Day
ORD-14359,CUST-1684,REG-02,Colorado,Denver,2025-04-25,2025-05-01,Standard Class
ORD-14360,CUST-2496,REG-03,Texas,Houston,2024-03-27,2024-04-02,Standard Class
ORD-14361,CUST-1013,REG-04,Indiana,Indianapolis,2025-09-17,2025-09-23,Standard Class
ORD-14362,CUST-2679,REG-02,Washington,Seattle,2025-11-06,2025-11-09,Second Class
ORD-14363,CUST-1393,REG-04,Wisconsin,Milwaukee,2024-08-30,2024-09-02,Second Class
ORD-14364,CUST-2791,REG-02,Washington,Seattle,2025-03-15,2025-03-21,Standard Class
ORD-14365,CUST-1221,REG-01,New York,New York,2025-09-18,2025-09-24,Standard Class
ORD-14366,CUST-1942,REG-01,Massachusetts,Boston,2025-10-07,2025-10-12,Standard Class
ORD-14367,CUST-1097,REG-01,Pennsylvania,Philadelphia,2024-06-15,2024-06-21,Standard Class
ORD-14368,CUST-2273,REG-03,Texas,Houston,2024-06-13,2024-06-14,First Class
ORD-14369,CUST-2535,REG-03,Texas,Houston,2025-01-01,2025-01-04,Second Class
ORD-14370,CUST-1315,REG-04,Michigan,Detroit,2025-10-02,2025-10-03,First Class
ORD-14371,CUST-2404,REG-04,Minnesota,Minneapolis,2025-02-03,2025-02-07,Second Class
ORD-14372,CUST-2197,REG-01,Ohio,Cleveland,2024-10-25,2024-10-30,Standard Class
ORD-14373,CUST-1940,REG-03,Texas,Houston,2024-08-14,2024-08-14,Same Day
ORD-14374,CUST-2849,REG-02,Washington,Seattle,2024-11-17,2024-11-23,Standard Class
ORD-14375,CUST-1667,REG-03,Texas,Austin,2025-01-15,2025-01-21,Standard Class
ORD-14376,CUST-2498,REG-04,Minnesota,Minneapolis,2025-08-21,2025-08-27,Standard Class
ORD-14377,CUST-1318,REG-03,North Carolina,Charlotte,2024-03-29,2024-04-04,Standard Class
ORD-14378,CUST-1504,REG-03,Virginia,Richmond,2026-02-11,2026-02-15,Standard Class
ORD-14379,CUST-2051,REG-01,New York,New York,2024-07-10,2024-07-14,Standard Class
ORD-14380,CUST-2020,REG-03,Texas,Houston,2024-04-12,2024-04-14,Second Class
ORD-14381,CUST-1439,REG-03,Virginia,Richmond,2024-06-15,2024-06-21,Standard Class
ORD-14382,CUST-1933,REG-03,Texas,Houston,2024-03-17,2024-03-22,Standard Class
ORD-14383,CUST-2393,REG-02,Oregon,Portland,2024-12-23,2024-12-28,Standard Class
ORD-14384,CUST-1662,REG-01,Massachusetts,Boston,2024-04-20,2024-04-21,First Class
ORD-14385,CUST-1966,REG-01,New Jersey,Newark,2024-08-20,2024-08-27,Standard Class
ORD-14386,CUST-1716,REG-03,Georgia,Atlanta,2024-05-19,2024-05-21,First Class
ORD-14387,CUST-2332,REG-03,Florida,Miami,2024-07-05,2024-07-06,First Class
ORD-14388,CUST-1932,REG-02,California,Los Angeles,2024-12-17,2024-12-22,Standard Class
ORD-14389,CUST-1171,REG-03,Florida,Miami,2025-05-29,2025-06-05,Standard Class
ORD-14390,CUST-1814,REG-03,Texas,Houston,2025-02-11,2025-02-17,Standard Class
ORD-14391,CUST-1783,REG-02,Washington,Seattle,2025-10-04,2025-10-05,First Class
ORD-14392,CUST-2954,REG-03,Texas,Austin,2025-03-22,2025-03-26,Second Class
ORD-14393,CUST-1151,REG-03,North Carolina,Charlotte,2025-09-24,2025-09-29,Standard Class
ORD-14394,CUST-1090,REG-04,Michigan,Detroit,2026-05-23,2026-05-27,Standard Class
ORD-14395,CUST-1960,REG-04,Minnesota,Minneapolis,2024-03-01,2024-03-08,Standard Class
ORD-14396,CUST-2254,REG-01,Ohio,Cleveland,2024-07-19,2024-07-25,Standard Class
ORD-14397,CUST-2289,REG-03,Virginia,Richmond,2026-03-30,2026-04-04,Standard Class
ORD-14398,CUST-1699,REG-02,Colorado,Denver,2024-07-24,2024-07-29,Standard Class
ORD-14399,CUST-2112,REG-04,Minnesota,Minneapolis,2024-05-03,2024-05-07,Second Class
ORD-14400,CUST-2327,REG-01,New Jersey,Newark,2025-08-30,2025-09-01,Second Class
ORD-14401,CUST-2103,REG-02,California,San Francisco,2024-05-12,2024-05-19,Standard Class
ORD-14402,CUST-2931,REG-03,Texas,Austin,2025-12-30,2026-01-04,Standard Class
ORD-14403,CUST-2802,REG-02,Colorado,Denver,2025-10-22,2025-10-27,Standard Class
ORD-14404,CUST-2761,REG-03,Texas,Austin,2025-08-13,2025-08-20,Standard Class
ORD-14405,CUST-2040,REG-04,Indiana,Indianapolis,2024-02-01,2024-02-05,Standard Class
ORD-14406,CUST-1337,REG-02,Arizona,Phoenix,2024-04-09,2024-04-13,Second Class
ORD-14407,CUST-1889,REG-03,Virginia,Richmond,2025-02-13,2025-02-16,Second Class
ORD-14408,CUST-1649,REG-03,North Carolina,Charlotte,2025-05-10,2025-05-16,Standard Class
ORD-14409,CUST-1851,REG-04,Wisconsin,Milwaukee,2024-11-23,2024-11-23,Same Day
ORD-14410,CUST-1531,REG-04,Minnesota,Minneapolis,2024-06-14,2024-06-19,Standard Class
ORD-14411,CUST-1156,REG-02,Arizona,Phoenix,2024-09-03,2024-09-05,First Class
ORD-14412,CUST-2522,REG-04,Illinois,Chicago,2025-05-16,2025-05-21,Standard Class
ORD-14413,CUST-1701,REG-03,Texas,Austin,2024-08-11,2024-08-13,First Class
ORD-14414,CUST-1065,REG-03,Florida,Miami,2024-08-27,2024-08-30,Second Class
ORD-14415,CUST-1300,REG-04,Illinois,Chicago,2025-03-30,2025-04-02,Second Class
ORD-14416,CUST-1554,REG-02,California,Los Angeles,2025-08-08,2025-08-11,Second Class
ORD-14417,CUST-2429,REG-01,Massachusetts,Boston,2024-06-09,2024-06-13,Second Class
ORD-14418,CUST-1826,REG-03,Texas,Austin,2024-02-25,2024-03-02,Standard Class
ORD-14419,CUST-1372,REG-04,Michigan,Detroit,2025-03-25,2025-03-27,Second Class
ORD-14420,CUST-1575,REG-01,Pennsylvania,Philadelphia,2026-05-27,2026-06-02,Standard Class
ORD-14421,CUST-2681,REG-01,Ohio,Cleveland,2024-08-15,2024-08-19,Standard Class
ORD-14422,CUST-2957,REG-03,Virginia,Richmond,2025-01-09,2025-01-16,Standard Class
ORD-14423,CUST-1270,REG-02,Colorado,Denver,2024-05-29,2024-05-31,First Class
ORD-14424,CUST-1669,REG-04,Wisconsin,Milwaukee,2026-02-19,2026-02-19,Same Day
ORD-14425,CUST-2014,REG-02,Washington,Seattle,2024-05-01,2024-05-03,Second Class
ORD-14426,CUST-1842,REG-02,Washington,Seattle,2025-12-27,2026-01-02,Standard Class
ORD-14427,CUST-2626,REG-04,Wisconsin,Milwaukee,2024-11-23,2024-11-26,Second Class
ORD-14428,CUST-1582,REG-04,Minnesota,Minneapolis,2024-09-27,2024-10-01,Standard Class
ORD-14429,CUST-1854,REG-03,Texas,Houston,2024-04-25,2024-05-01,Standard Class
ORD-14430,CUST-2249,REG-01,Pennsylvania,Philadelphia,2024-03-12,2024-03-19,Standard Class
ORD-14431,CUST-1686,REG-03,Virginia,Richmond,2025-05-02,2025-05-06,Second Class
ORD-14432,CUST-1411,REG-04,Illinois,Chicago,2025-05-01,2025-05-03,Second Class
ORD-14433,CUST-2308,REG-01,Pennsylvania,Philadelphia,2024-03-25,2024-03-31,Standard Class
ORD-14434,CUST-2430,REG-02,Colorado,Denver,2024-11-27,2024-12-03,Standard Class
ORD-14435,CUST-1761,REG-03,Texas,Austin,2024-01-24,2024-01-28,Standard Class
ORD-14436,CUST-1336,REG-02,Oregon,Portland,2024-08-05,2024-08-06,First Class
ORD-14437,CUST-1364,REG-04,Illinois,Chicago,2024-10-21,2024-10-24,Second Class
ORD-14438,CUST-1196,REG-04,Michigan,Detroit,2024-01-25,2024-01-27,Second Class
ORD-14439,CUST-1604,REG-04,Wisconsin,Milwaukee,2024-03-14,2024-03-17,Second Class
ORD-14440,CUST-1948,REG-03,Florida,Miami,2025-09-17,2025-09-23,Standard Class
ORD-14441,CUST-1870,REG-03,Georgia,Atlanta,2025-01-01,2025-01-07,Standard Class
ORD-14442,CUST-1695,REG-02,Colorado,Denver,2024-06-22,2024-06-27,Standard Class
ORD-14443,CUST-2924,REG-04,Michigan,Detroit,2025-02-04,2025-02-11,Standard Class
ORD-14444,CUST-1740,REG-03,Georgia,Atlanta,2024-08-19,2024-08-26,Standard Class
ORD-14445,CUST-2437,REG-02,Colorado,Denver,2024-05-03,2024-05-10,Standard Class
ORD-14446,CUST-2645,REG-01,Pennsylvania,Philadelphia,2025-03-29,2025-03-31,First Class
ORD-14447,CUST-1833,REG-02,Arizona,Phoenix,2024-04-29,2024-05-03,Standard Class
ORD-14448,CUST-1474,REG-01,Massachusetts,Boston,2024-04-19,2024-04-21,First Class
ORD-14449,CUST-2731,REG-02,Colorado,Denver,2025-01-26,2025-02-02,Standard Class
ORD-14450,CUST-1858,REG-03,North Carolina,Charlotte,2024-05-15,2024-05-21,Standard Class
ORD-14451,CUST-1394,REG-03,Texas,Austin,2024-07-05,2024-07-06,First Class
ORD-14452,CUST-2836,REG-02,Arizona,Phoenix,2024-07-26,2024-07-28,Second Class
ORD-14453,CUST-2741,REG-03,North Carolina,Charlotte,2024-04-12,2024-04-18,Standard Class
ORD-14454,CUST-2603,REG-03,North Carolina,Charlotte,2024-09-06,2024-09-10,Second Class
ORD-14455,CUST-2454,REG-03,Texas,Austin,2025-10-23,2025-10-29,Standard Class
ORD-14456,CUST-1056,REG-01,New Jersey,Newark,2024-06-16,2024-06-20,Second Class
ORD-14457,CUST-2022,REG-04,Wisconsin,Milwaukee,2024-09-21,2024-09-26,Standard Class
ORD-14458,CUST-2927,REG-03,Georgia,Atlanta,2024-07-16,2024-07-18,First Class
ORD-14459,CUST-1065,REG-03,Florida,Miami,2024-07-31,2024-08-06,Standard Class
ORD-14460,CUST-2835,REG-02,Washington,Seattle,2025-09-18,2025-09-25,Standard Class
ORD-14461,CUST-2506,REG-02,Washington,Seattle,2026-05-30,2026-06-06,Standard Class
ORD-14462,CUST-1960,REG-04,Minnesota,Minneapolis,2024-07-03,2024-07-09,Standard Class
ORD-14463,CUST-1350,REG-04,Michigan,Detroit,2024-02-12,2024-02-18,Standard Class
ORD-14464,CUST-2249,REG-01,Pennsylvania,Philadelphia,2024-08-24,2024-08-25,First Class
ORD-14465,CUST-1408,REG-03,Virginia,Richmond,2024-06-18,2024-06-22,Standard Class
ORD-14466,CUST-1503,REG-04,Illinois,Chicago,2024-06-11,2024-06-18,Standard Class
ORD-14467,CUST-1190,REG-03,Georgia,Atlanta,2025-10-06,2025-10-13,Standard Class
ORD-14468,CUST-2316,REG-01,Massachusetts,Boston,2026-05-08,2026-05-15,Standard Class
ORD-14469,CUST-2128,REG-03,Florida,Miami,2024-08-15,2024-08-20,Standard Class
ORD-14470,CUST-2365,REG-02,Arizona,Phoenix,2024-05-16,2024-05-23,Standard Class
ORD-14471,CUST-1258,REG-01,Pennsylvania,Philadelphia,2025-02-11,2025-02-18,Standard Class
ORD-14472,CUST-2249,REG-01,Pennsylvania,Philadelphia,2024-03-17,2024-03-18,First Class
ORD-14473,CUST-1044,REG-02,Arizona,Phoenix,2024-03-10,2024-03-17,Standard Class
ORD-14474,CUST-2431,REG-03,Florida,Miami,2024-08-14,2024-08-18,Standard Class
ORD-14475,CUST-1888,REG-02,Arizona,Phoenix,2024-02-17,2024-02-17,Same Day
ORD-14476,CUST-1957,REG-03,Florida,Miami,2024-02-24,2024-02-26,First Class
ORD-14477,CUST-2447,REG-03,Texas,Austin,2025-09-20,2025-09-25,Standard Class
ORD-14478,CUST-2849,REG-02,Washington,Seattle,2024-10-25,2024-10-31,Standard Class
ORD-14479,CUST-2701,REG-04,Indiana,Indianapolis,2024-06-19,2024-06-21,Second Class
ORD-14480,CUST-2213,REG-01,New York,New York,2025-09-30,2025-10-01,First Class
ORD-14481,CUST-1650,REG-02,California,San Francisco,2024-07-06,2024-07-08,First Class
ORD-14482,CUST-1519,REG-03,Virginia,Richmond,2025-09-30,2025-10-02,Second Class
ORD-14483,CUST-2733,REG-01,Massachusetts,Boston,2024-12-22,2024-12-26,Standard Class
ORD-14484,CUST-1492,REG-02,California,Los Angeles,2025-08-19,2025-08-23,Second Class
ORD-14485,CUST-2307,REG-01,Ohio,Cleveland,2024-03-16,2024-03-18,First Class
ORD-14486,CUST-1246,REG-03,Virginia,Richmond,2025-05-29,2025-05-30,First Class
ORD-14487,CUST-1722,REG-04,Wisconsin,Milwaukee,2024-05-18,2024-05-23,Standard Class
ORD-14488,CUST-1129,REG-02,Arizona,Phoenix,2024-05-15,2024-05-17,First Class
ORD-14489,CUST-2971,REG-01,Pennsylvania,Philadelphia,2024-07-02,2024-07-06,Second Class
ORD-14490,CUST-2032,REG-01,Massachusetts,Boston,2024-04-03,2024-04-09,Standard Class
ORD-14491,CUST-2507,REG-04,Michigan,Detroit,2025-11-18,2025-11-20,First Class
ORD-14492,CUST-1084,REG-02,Washington,Seattle,2025-07-25,2025-07-29,Second Class
ORD-14493,CUST-1004,REG-04,Indiana,Indianapolis,2024-05-16,2024-05-20,Standard Class
ORD-14494,CUST-2363,REG-04,Indiana,Indianapolis,2025-11-16,2025-11-16,Same Day
ORD-14495,CUST-2747,REG-01,Pennsylvania,Philadelphia,2024-01-24,2024-01-27,Second Class
ORD-14496,CUST-2899,REG-01,Ohio,Cleveland,2025-09-22,2025-09-27,Standard Class
ORD-14497,CUST-2987,REG-01,Pennsylvania,Philadelphia,2024-12-18,2024-12-23,Standard Class
ORD-14498,CUST-2366,REG-03,Virginia,Richmond,2024-02-29,2024-03-05,Standard Class
ORD-14499,CUST-1502,REG-02,California,San Francisco,2025-04-29,2025-05-03,Standard Class
ORD-14500,CUST-2692,REG-03,Virginia,Richmond,2026-05-06,2026-05-11,Standard Class
ORD-14501,CUST-1965,REG-01,Massachusetts,Boston,2025-02-14,2025-02-20,Standard Class
ORD-14502,CUST-1110,REG-03,Florida,Miami,2025-06-21,2025-06-25,Second Class
ORD-14503,CUST-1561,REG-03,Georgia,Atlanta,2024-03-01,2024-03-05,Second Class
ORD-14504,CUST-1736,REG-03,Florida,Miami,2025-02-26,2025-03-03,Standard Class
ORD-14505,CUST-1943,REG-04,Wisconsin,Milwaukee,2024-03-09,2024-03-09,Same Day
ORD-14506,CUST-2223,REG-01,Ohio,Cleveland,2024-05-02,2024-05-08,Standard Class
ORD-14507,CUST-2149,REG-03,Texas,Houston,2024-07-14,2024-07-20,Standard Class
ORD-14508,CUST-1390,REG-03,Virginia,Richmond,2024-12-02,2024-12-07,Standard Class
ORD-14509,CUST-2005,REG-04,Indiana,Indianapolis,2024-03-14,2024-03-14,Same Day
ORD-14510,CUST-2955,REG-04,Wisconsin,Milwaukee,2025-11-27,2025-12-01,Standard Class
ORD-14511,CUST-1055,REG-04,Wisconsin,Milwaukee,2024-02-13,2024-02-19,Standard Class
ORD-14512,CUST-1787,REG-02,Oregon,Portland,2024-01-29,2024-02-05,Standard Class
ORD-14513,CUST-1426,REG-02,Oregon,Portland,2025-04-23,2025-04-27,Standard Class
ORD-14514,CUST-2792,REG-01,Pennsylvania,Philadelphia,2024-05-27,2024-06-03,Standard Class
ORD-14515,CUST-2410,REG-03,Florida,Miami,2024-02-03,2024-02-09,Standard Class
ORD-14516,CUST-2619,REG-04,Michigan,Detroit,2025-08-15,2025-08-18,Second Class
ORD-14517,CUST-2355,REG-02,Colorado,Denver,2024-08-18,2024-08-24,Standard Class
ORD-14518,CUST-1984,REG-04,Illinois,Chicago,2024-11-04,2024-11-10,Standard Class
ORD-14519,CUST-2125,REG-04,Indiana,Indianapolis,2024-02-24,2024-02-26,Second Class
ORD-14520,CUST-2307,REG-01,Ohio,Cleveland,2024-03-15,2024-03-21,Standard Class
ORD-14521,CUST-1326,REG-01,New Jersey,Newark,2024-05-22,2024-05-25,Second Class
ORD-14522,CUST-1926,REG-04,Minnesota,Minneapolis,2026-05-11,2026-05-14,Second Class
ORD-14523,CUST-2975,REG-03,North Carolina,Charlotte,2024-01-24,2024-01-26,Second Class
ORD-14524,CUST-2076,REG-04,Minnesota,Minneapolis,2025-03-30,2025-04-03,Standard Class
ORD-14525,CUST-1624,REG-04,Wisconsin,Milwaukee,2024-06-10,2024-06-17,Standard Class
ORD-14526,CUST-1386,REG-03,Florida,Miami,2024-11-12,2024-11-17,Standard Class
ORD-14527,CUST-1361,REG-04,Indiana,Indianapolis,2024-11-16,2024-11-21,Standard Class
ORD-14528,CUST-1497,REG-04,Minnesota,Minneapolis,2024-08-14,2024-08-16,Second Class
ORD-14529,CUST-1411,REG-04,Illinois,Chicago,2024-02-25,2024-02-29,Second Class
