Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Term_Months,Monthly_EMI,Branch_ID,Loan_Application_Date,Approval_Status
LOAN-11943,CUST-3812,Personal Loan,23000.0,10.5,24,1066.65,BR-10,2023-06-08,Approved
LOAN-11944,CUST-2233,Home Loan,308000.0,7.0,360,2049.13,BR-06,2023-01-06,Approved
LOAN-11945,CUST-1450,Personal Loan,9000.0,11.5,60,197.93,BR-04,2023-02-06,Approved
LOAN-11946,CUST-3374,Personal Loan,34000.0,11.5,36,1121.18,BR-05,2023-07-19,Rejected
LOAN-11947,CUST-2816,Auto Loan,49000.0,5.0,72,789.14,BR-06,2023-06-29,Approved
LOAN-11948,CUST-1317,Personal Loan,18000.0,13.0,36,606.49,BR-03,2024-02-26,Approved
LOAN-11949,CUST-3032,Personal Loan,32000.0,15.0,24,1551.57,BR-04,2023-08-06,Rejected
LOAN-11950,CUST-1024,Personal Loan,21000.0,11.5,48,547.87,BR-01,2023-08-09,Approved
LOAN-11951,CUST-1667,Personal Loan,34000.0,11.5,60,747.75,BR-10,2024-07-27,Approved
LOAN-11952,CUST-1893,Home Loan,410000.0,8.5,240,3558.08,BR-04,2024-05-06,Rejected
LOAN-11953,CUST-2747,Business Loan,128000.0,9.5,36,4100.22,BR-10,2025-04-29,Rejected
LOAN-11954,CUST-2412,Personal Loan,19000.0,13.0,60,432.31,BR-05,2023-02-21,Rejected
LOAN-11955,CUST-1611,Education Loan,16000.0,6.5,120,181.68,BR-08,2024-02-23,Approved
LOAN-11956,CUST-1019,Home Loan,105000.0,10.5,360,960.48,BR-08,2024-10-12,Rejected
LOAN-11957,CUST-1958,Home Loan,411000.0,6.0,120,4562.94,BR-04,2023-08-18,Rejected
LOAN-11958,CUST-1463,Personal Loan,35000.0,10.5,12,3085.2,BR-10,2025-09-23,Approved
LOAN-11959,CUST-2035,Personal Loan,22000.0,11.5,60,483.84,BR-02,2023-06-02,Approved
LOAN-11960,CUST-1549,Personal Loan,9000.0,11.5,36,296.78,BR-06,2023-07-12,Approved
LOAN-11961,CUST-2865,Personal Loan,15000.0,15.0,60,356.85,BR-09,2023-08-03,Rejected
LOAN-11962,CUST-2130,Auto Loan,53000.0,6.0,36,1612.36,BR-09,2023-02-18,Approved
LOAN-11963,CUST-3987,Auto Loan,30000.0,5.0,60,566.14,BR-01,2025-01-08,Approved
LOAN-11964,CUST-3863,Auto Loan,19000.0,6.0,48,446.22,BR-03,2023-01-06,Rejected
LOAN-11965,CUST-2915,Auto Loan,28000.0,6.0,72,464.04,BR-08,2023-01-18,Approved
LOAN-11966,CUST-1986,Personal Loan,22000.0,11.5,36,725.47,BR-07,2023-02-14,Approved
LOAN-11967,CUST-3105,Business Loan,107000.0,9.5,48,2688.18,BR-06,2023-01-09,Approved
LOAN-11968,CUST-3048,Education Loan,24000.0,7.5,120,284.88,BR-08,2023-08-06,Approved
LOAN-11969,CUST-2761,Business Loan,132000.0,8.5,60,2708.18,BR-09,2023-04-06,Rejected
LOAN-11970,CUST-2385,Auto Loan,39000.0,6.0,60,753.98,BR-06,2023-03-13,Approved
LOAN-11971,CUST-1982,Personal Loan,29000.0,11.5,48,756.58,BR-02,2023-07-17,Approved
LOAN-11972,CUST-2476,Education Loan,24000.0,7.5,84,368.12,BR-01,2023-12-12,Approved
LOAN-11973,CUST-3954,Auto Loan,32000.0,6.0,60,618.65,BR-10,2023-04-28,Approved
LOAN-11974,CUST-1306,Personal Loan,10000.0,15.0,12,902.58,BR-10,2023-12-22,Approved
LOAN-11975,CUST-3906,Business Loan,48000.0,8.5,60,984.79,BR-10,2023-03-18,Rejected
LOAN-11976,CUST-2236,Personal Loan,33000.0,11.5,24,1545.73,BR-07,2023-03-21,Approved
LOAN-11977,CUST-3824,Personal Loan,23000.0,11.5,24,1077.33,BR-05,2023-01-29,Approved
LOAN-11978,CUST-3084,Education Loan,37000.0,9.0,120,468.7,BR-08,2024-10-16,Approved
LOAN-11979,CUST-3924,Personal Loan,19000.0,10.5,24,881.14,BR-10,2024-06-30,Approved
LOAN-11980,CUST-1218,Personal Loan,18000.0,13.0,24,855.75,BR-01,2024-02-27,Approved
LOAN-11981,CUST-3102,Business Loan,51000.0,8.5,48,1257.06,BR-07,2024-01-23,Approved
LOAN-11982,CUST-1002,Personal Loan,6000.0,10.5,48,153.62,BR-03,2023-09-28,Approved
LOAN-11983,CUST-2921,Personal Loan,6000.0,15.0,36,207.99,BR-03,2024-03-11,Approved
LOAN-11984,CUST-3038,Personal Loan,24000.0,11.5,36,791.42,BR-04,2024-03-15,Approved
LOAN-11985,CUST-2915,Home Loan,142000.0,7.0,240,1100.92,BR-10,2023-06-29,Approved
LOAN-11986,CUST-1607,Business Loan,68000.0,8.5,36,2146.59,BR-10,2023-11-25,Rejected
LOAN-11987,CUST-1804,Home Loan,272000.0,7.0,180,2444.81,BR-10,2023-02-11,Approved
LOAN-11988,CUST-3131,Home Loan,112000.0,13.0,360,1238.94,BR-08,2023-03-19,Rejected
LOAN-11989,CUST-2026,Education Loan,41000.0,9.0,84,659.65,BR-02,2023-03-12,Rejected
LOAN-11990,CUST-3094,Personal Loan,7000.0,10.5,48,179.22,BR-03,2023-01-24,Approved
LOAN-11991,CUST-1030,Auto Loan,26000.0,5.0,36,779.24,BR-10,2024-03-24,Approved
LOAN-11992,CUST-3383,Education Loan,14000.0,9.0,120,177.35,BR-05,2023-03-12,Rejected
LOAN-11993,CUST-3645,Auto Loan,53000.0,6.0,36,1612.36,BR-04,2023-06-01,Approved
LOAN-11994,CUST-1709,Education Loan,29000.0,9.0,120,367.36,BR-05,2023-10-23,Rejected
LOAN-11995,CUST-3062,Personal Loan,18000.0,15.0,12,1624.65,BR-01,2023-09-11,Approved
LOAN-11996,CUST-1953,Home Loan,211000.0,6.0,360,1265.05,BR-01,2024-06-28,Approved
LOAN-11997,CUST-3254,Home Loan,211000.0,8.5,240,1831.11,BR-02,2024-04-25,Approved
LOAN-11998,CUST-3008,Personal Loan,21000.0,11.5,36,692.5,BR-10,2023-12-27,Rejected
LOAN-11999,CUST-2395,Auto Loan,25000.0,5.0,48,575.73,BR-02,2024-05-29,Approved
LOAN-12000,CUST-1540,Personal Loan,16000.0,13.0,48,429.24,BR-01,2023-06-20,Approved
LOAN-12001,CUST-3570,Education Loan,35000.0,6.5,120,397.42,BR-03,2023-08-17,Rejected
LOAN-12002,CUST-3744,Personal Loan,24000.0,13.0,60,546.07,BR-10,2023-09-27,Rejected
LOAN-12003,CUST-3501,Personal Loan,21000.0,11.5,48,547.87,BR-09,2023-05-15,Approved
LOAN-12004,CUST-1507,Education Loan,32000.0,13.5,60,736.32,BR-09,2023-05-14,Rejected
LOAN-12005,CUST-2640,Auto Loan,51000.0,6.0,60,985.97,BR-06,2023-09-30,Approved
LOAN-12006,CUST-3582,Personal Loan,10000.0,11.5,12,886.15,BR-09,2023-01-25,Approved
LOAN-12007,CUST-2979,Home Loan,427000.0,8.5,180,4204.84,BR-03,2023-11-10,Approved
LOAN-12008,CUST-3106,Home Loan,132000.0,7.0,180,1186.45,BR-02,2023-07-01,Approved
LOAN-12009,CUST-3172,Personal Loan,13000.0,13.0,12,1161.12,BR-03,2023-07-16,Rejected
LOAN-12010,CUST-2999,Home Loan,362000.0,8.5,180,3564.76,BR-10,2024-06-09,Rejected
LOAN-12011,CUST-3437,Home Loan,308000.0,7.0,120,3576.14,BR-01,2023-03-24,Rejected
LOAN-12012,CUST-2503,Home Loan,431000.0,6.0,360,2584.06,BR-05,2023-02-14,Approved
LOAN-12013,CUST-3798,Auto Loan,52000.0,9.5,60,1092.1,BR-09,2023-04-04,Rejected
LOAN-12014,CUST-2196,Education Loan,34000.0,9.0,120,430.7,BR-04,2023-03-15,Approved
LOAN-12015,CUST-2446,Business Loan,125000.0,13.0,48,3353.44,BR-04,2023-02-19,Rejected
LOAN-12016,CUST-1004,Personal Loan,29000.0,10.5,36,942.57,BR-01,2023-11-25,Approved
LOAN-12017,CUST-1701,Auto Loan,25000.0,12.0,48,658.35,BR-07,2024-05-05,Approved
LOAN-12018,CUST-2353,Education Loan,10000.0,13.5,120,152.27,BR-04,2023-01-02,Rejected
LOAN-12019,CUST-3139,Auto Loan,45000.0,12.0,72,879.76,BR-09,2023-08-22,Rejected
LOAN-12020,CUST-2509,Personal Loan,32000.0,10.5,12,2820.76,BR-06,2023-01-22,Rejected
LOAN-12021,CUST-1890,Business Loan,67000.0,8.5,120,830.7,BR-05,2023-11-20,Approved
LOAN-12022,CUST-3863,Auto Loan,40000.0,6.0,60,773.31,BR-01,2023-03-28,Rejected
LOAN-12023,CUST-3200,Personal Loan,25000.0,15.0,24,1212.17,BR-06,2023-11-14,Approved
LOAN-12024,CUST-1579,Education Loan,13000.0,7.5,60,260.49,BR-04,2024-09-28,Approved
LOAN-12025,CUST-1908,Auto Loan,48000.0,5.0,48,1105.41,BR-07,2023-07-04,Approved
LOAN-12026,CUST-1728,Auto Loan,19000.0,9.5,36,608.63,BR-06,2023-03-01,Rejected
LOAN-12027,CUST-3673,Personal Loan,21000.0,13.0,36,707.57,BR-04,2024-05-24,Rejected
LOAN-12028,CUST-1820,Education Loan,22000.0,11.0,120,303.05,BR-02,2025-07-19,Rejected
LOAN-12029,CUST-3557,Auto Loan,44000.0,6.0,36,1338.57,BR-01,2023-04-12,Approved
LOAN-12030,CUST-3538,Personal Loan,13000.0,13.0,60,295.79,BR-09,2024-05-08,Approved
LOAN-12031,CUST-1582,Auto Loan,34000.0,6.0,60,657.32,BR-04,2023-07-13,Rejected
LOAN-12032,CUST-3704,Auto Loan,24000.0,6.0,60,463.99,BR-06,2023-04-13,Approved
LOAN-12033,CUST-1584,Personal Loan,9000.0,10.5,12,793.34,BR-07,2024-06-13,Approved
LOAN-12034,CUST-1649,Personal Loan,14000.0,11.5,24,655.76,BR-10,2023-01-30,Rejected
LOAN-12035,CUST-2610,Home Loan,81000.0,6.0,360,485.64,BR-07,2023-09-08,Approved
LOAN-12036,CUST-1191,Business Loan,46000.0,8.5,60,943.76,BR-02,2025-06-28,Rejected
LOAN-12037,CUST-3373,Personal Loan,12000.0,15.0,36,415.98,BR-02,2023-03-27,Approved
LOAN-12038,CUST-2623,Auto Loan,18000.0,5.0,48,414.53,BR-09,2024-05-01,Approved
LOAN-12039,CUST-1110,Education Loan,18000.0,7.5,120,213.66,BR-07,2024-10-25,Rejected
LOAN-12040,CUST-3372,Home Loan,274000.0,8.5,240,2377.84,BR-04,2023-11-09,Approved
LOAN-12041,CUST-3699,Auto Loan,28000.0,6.0,72,464.04,BR-04,2023-02-23,Rejected
LOAN-12042,CUST-1394,Home Loan,274000.0,6.0,120,3041.96,BR-08,2024-08-02,Approved
LOAN-12043,CUST-1531,Auto Loan,45000.0,5.0,36,1348.69,BR-03,2023-01-09,Approved
LOAN-12044,CUST-2457,Home Loan,369000.0,6.0,180,3113.83,BR-08,2024-05-08,Rejected
LOAN-12045,CUST-1728,Personal Loan,24000.0,15.0,60,570.96,BR-03,2023-07-07,Rejected
LOAN-12046,CUST-3214,Auto Loan,22000.0,6.0,60,425.32,BR-01,2023-12-01,Approved
LOAN-12047,CUST-3415,Home Loan,354000.0,10.5,240,3534.26,BR-09,2023-05-04,Rejected
LOAN-12048,CUST-1635,Personal Loan,7000.0,11.5,36,230.83,BR-08,2024-06-06,Rejected
LOAN-12049,CUST-1428,Personal Loan,14000.0,11.5,36,461.66,BR-03,2024-07-12,Rejected
LOAN-12050,CUST-3347,Auto Loan,22000.0,5.0,48,506.64,BR-07,2023-03-26,Approved
LOAN-12051,CUST-1731,Personal Loan,19000.0,15.0,48,528.78,BR-06,2023-03-04,Approved
LOAN-12052,CUST-3203,Home Loan,293000.0,7.0,180,2633.57,BR-07,2024-05-28,Approved
LOAN-12053,CUST-2579,Business Loan,53000.0,9.5,60,1113.1,BR-01,2024-11-16,Rejected
LOAN-12054,CUST-3640,Personal Loan,15000.0,15.0,24,727.3,BR-07,2024-01-07,Approved
LOAN-12055,CUST-1368,Personal Loan,27000.0,10.5,48,691.29,BR-08,2023-04-17,Approved
LOAN-12056,CUST-3282,Education Loan,20000.0,11.0,84,342.45,BR-10,2025-04-27,Approved
LOAN-12057,CUST-2038,Auto Loan,22000.0,6.0,72,364.6,BR-04,2023-03-30,Approved
LOAN-12058,CUST-3860,Home Loan,109000.0,6.0,180,919.8,BR-09,2023-11-27,Approved
LOAN-12059,CUST-1356,Auto Loan,49000.0,6.0,36,1490.67,BR-02,2023-09-11,Rejected
LOAN-12060,CUST-2355,Education Loan,28000.0,11.0,60,608.79,BR-10,2023-04-08,Approved
LOAN-12061,CUST-3823,Home Loan,147000.0,7.0,360,977.99,BR-02,2023-11-06,Approved
LOAN-12062,CUST-2913,Personal Loan,34000.0,13.0,48,912.13,BR-06,2023-08-16,Approved
LOAN-12063,CUST-1725,Auto Loan,43000.0,5.0,60,811.46,BR-07,2023-03-30,Approved
LOAN-12064,CUST-3467,Auto Loan,49000.0,7.5,72,847.22,BR-03,2023-06-26,Approved
LOAN-12065,CUST-1326,Personal Loan,8000.0,15.0,60,190.32,BR-06,2023-12-06,Rejected
LOAN-12066,CUST-1421,Business Loan,45000.0,8.5,120,557.94,BR-08,2024-04-01,Approved
LOAN-12067,CUST-1403,Personal Loan,34000.0,11.5,36,1121.18,BR-05,2023-02-01,Approved
LOAN-12068,CUST-1902,Personal Loan,34000.0,10.5,36,1105.08,BR-02,2024-07-01,Rejected
LOAN-12069,CUST-1096,Personal Loan,17000.0,10.5,36,552.54,BR-06,2023-05-21,Approved
LOAN-12070,CUST-3355,Personal Loan,27000.0,11.5,24,1264.69,BR-02,2023-03-04,Rejected
LOAN-12071,CUST-3284,Personal Loan,26000.0,10.5,36,845.06,BR-09,2023-06-05,Approved
LOAN-12072,CUST-1029,Business Loan,70000.0,8.5,36,2209.73,BR-03,2023-04-25,Approved
LOAN-12073,CUST-3979,Auto Loan,57000.0,12.0,36,1893.22,BR-06,2023-03-12,Rejected
LOAN-12074,CUST-2031,Personal Loan,13000.0,13.0,24,618.04,BR-04,2023-08-09,Approved
LOAN-12075,CUST-3750,Education Loan,38000.0,6.5,60,743.51,BR-04,2024-06-21,Approved
LOAN-12076,CUST-1075,Auto Loan,56000.0,12.0,48,1474.69,BR-04,2023-08-01,Rejected
LOAN-12077,CUST-1098,Business Loan,43000.0,9.5,120,556.41,BR-06,2023-03-18,Approved
LOAN-12078,CUST-2843,Personal Loan,11000.0,10.5,36,357.53,BR-02,2023-02-02,Rejected
LOAN-12079,CUST-1990,Auto Loan,43000.0,7.5,36,1337.57,BR-06,2023-01-22,Approved
LOAN-12080,CUST-1651,Auto Loan,48000.0,7.5,36,1493.1,BR-04,2024-12-11,Approved
LOAN-12081,CUST-2959,Home Loan,165000.0,7.0,120,1915.79,BR-04,2024-07-23,Approved
LOAN-12082,CUST-3172,Personal Loan,21000.0,13.0,12,1875.66,BR-09,2023-07-31,Approved
LOAN-12083,CUST-3405,Personal Loan,31000.0,13.0,24,1473.8,BR-04,2023-02-16,Rejected
LOAN-12084,CUST-3097,Personal Loan,18000.0,13.0,60,409.56,BR-02,2024-05-01,Rejected
LOAN-12085,CUST-3821,Home Loan,380000.0,7.0,360,2528.15,BR-07,2023-02-27,Approved
LOAN-12086,CUST-1327,Home Loan,390000.0,6.0,120,4329.8,BR-08,2024-04-29,Approved
LOAN-12087,CUST-3019,Auto Loan,35000.0,6.0,60,676.65,BR-02,2023-09-08,Approved
LOAN-12088,CUST-1275,Auto Loan,50000.0,7.5,72,864.51,BR-09,2023-12-31,Approved
LOAN-12089,CUST-1326,Auto Loan,42000.0,9.5,36,1345.38,BR-01,2023-08-03,Approved
LOAN-12090,CUST-1700,Home Loan,185000.0,7.0,120,2148.01,BR-01,2023-01-05,Approved
LOAN-12091,CUST-3776,Personal Loan,22000.0,11.5,48,573.96,BR-04,2023-05-07,Approved
LOAN-12092,CUST-2774,Home Loan,299000.0,6.0,360,1792.66,BR-02,2024-11-19,Approved
LOAN-12093,CUST-2645,Personal Loan,9000.0,17.5,24,447.15,BR-01,2023-04-13,Rejected
LOAN-12094,CUST-3626,Education Loan,18000.0,7.5,84,276.09,BR-10,2024-03-04,Approved
LOAN-12095,CUST-2788,Business Loan,78000.0,11.0,60,1695.91,BR-08,2023-04-20,Rejected
LOAN-12096,CUST-3818,Auto Loan,43000.0,6.0,36,1308.14,BR-08,2024-04-22,Approved
LOAN-12097,CUST-1233,Personal Loan,22000.0,15.0,24,1066.71,BR-03,2023-05-09,Approved
LOAN-12098,CUST-1282,Personal Loan,19000.0,15.0,48,528.78,BR-07,2023-11-08,Rejected
LOAN-12099,CUST-3249,Personal Loan,27000.0,11.5,48,704.4,BR-05,2023-10-05,Approved
LOAN-12100,CUST-3096,Personal Loan,21000.0,13.0,36,707.57,BR-01,2025-06-09,Approved
LOAN-12101,CUST-2228,Education Loan,16000.0,11.0,60,347.88,BR-04,2023-11-11,Approved
LOAN-12102,CUST-2484,Personal Loan,15000.0,13.0,12,1339.76,BR-03,2024-02-11,Rejected
LOAN-12103,CUST-3010,Personal Loan,12000.0,15.0,24,581.84,BR-02,2023-03-21,Approved
LOAN-12104,CUST-3890,Auto Loan,58000.0,7.5,48,1402.38,BR-06,2024-02-17,Rejected
LOAN-12105,CUST-2798,Personal Loan,9000.0,15.0,48,250.48,BR-05,2024-11-04,Rejected
LOAN-12106,CUST-1161,Home Loan,273000.0,6.0,180,2303.73,BR-05,2023-06-03,Approved
LOAN-12107,CUST-2803,Education Loan,36000.0,6.5,84,534.58,BR-01,2023-06-23,Approved
LOAN-12108,CUST-1629,Home Loan,82000.0,6.0,120,910.37,BR-07,2025-03-20,Approved
LOAN-12109,CUST-2307,Business Loan,106000.0,9.5,60,2226.2,BR-05,2024-01-25,Rejected
LOAN-12110,CUST-3482,Personal Loan,11000.0,11.5,24,515.24,BR-07,2023-03-13,Approved
LOAN-12111,CUST-3598,Personal Loan,11000.0,10.5,36,357.53,BR-02,2024-01-25,Rejected
LOAN-12112,CUST-1227,Business Loan,62000.0,13.0,60,1410.69,BR-03,2023-02-16,Rejected
LOAN-12113,CUST-3574,Personal Loan,21000.0,11.5,24,983.65,BR-07,2023-07-01,Approved
LOAN-12114,CUST-1752,Personal Loan,5000.0,13.0,48,134.14,BR-08,2023-05-02,Rejected
LOAN-12115,CUST-1494,Home Loan,271000.0,6.0,180,2286.85,BR-10,2023-12-03,Approved
LOAN-12116,CUST-3295,Home Loan,150000.0,6.0,240,1074.65,BR-08,2024-03-10,Approved
LOAN-12117,CUST-3643,Education Loan,16000.0,7.5,120,189.92,BR-09,2023-04-14,Approved
LOAN-12118,CUST-1084,Personal Loan,15000.0,10.5,60,322.41,BR-04,2024-04-17,Approved
LOAN-12119,CUST-1713,Auto Loan,26000.0,6.0,72,430.9,BR-04,2023-01-30,Approved
LOAN-12120,CUST-2201,Personal Loan,29000.0,10.5,60,623.32,BR-10,2024-02-26,Rejected
LOAN-12121,CUST-3462,Auto Loan,40000.0,6.0,72,662.92,BR-08,2023-07-04,Rejected
LOAN-12122,CUST-2026,Education Loan,33000.0,9.0,84,530.94,BR-03,2023-01-18,Approved
LOAN-12123,CUST-3209,Personal Loan,11000.0,11.5,24,515.24,BR-02,2023-02-04,Rejected
LOAN-12124,CUST-3702,Home Loan,150000.0,10.5,120,2024.02,BR-07,2023-08-30,Rejected
LOAN-12125,CUST-2148,Home Loan,92000.0,8.5,120,1140.67,BR-10,2023-12-13,Rejected
LOAN-12126,CUST-1167,Education Loan,39000.0,6.5,60,763.08,BR-08,2023-01-25,Approved
LOAN-12127,CUST-1406,Auto Loan,20000.0,6.0,48,469.7,BR-04,2023-05-07,Approved
LOAN-12128,CUST-2832,Education Loan,24000.0,6.5,60,469.59,BR-10,2025-06-22,Rejected
LOAN-12129,CUST-3374,Personal Loan,21000.0,11.5,24,983.65,BR-03,2024-09-27,Approved
LOAN-12130,CUST-3171,Personal Loan,17000.0,15.0,36,589.31,BR-01,2024-08-29,Approved
LOAN-12131,CUST-3991,Personal Loan,7000.0,15.0,36,242.66,BR-05,2023-08-10,Rejected
LOAN-12132,CUST-1832,Personal Loan,22000.0,11.5,24,1030.49,BR-03,2023-02-16,Approved
LOAN-12133,CUST-3500,Home Loan,329000.0,7.0,360,2188.85,BR-10,2024-02-21,Approved
LOAN-12134,CUST-1572,Auto Loan,17000.0,7.5,72,293.93,BR-02,2023-02-17,Approved
LOAN-12135,CUST-1984,Auto Loan,21000.0,5.0,72,338.2,BR-10,2024-08-15,Approved
LOAN-12136,CUST-3285,Personal Loan,23000.0,15.0,36,797.3,BR-03,2024-04-26,Rejected
LOAN-12137,CUST-3509,Home Loan,231000.0,7.0,180,2076.29,BR-10,2024-01-22,Approved
LOAN-12138,CUST-2383,Education Loan,11000.0,7.5,120,130.57,BR-06,2023-02-11,Approved
LOAN-12139,CUST-3071,Education Loan,33000.0,6.5,60,645.68,BR-03,2023-01-01,Rejected
LOAN-12140,CUST-2679,Personal Loan,10000.0,13.0,36,336.94,BR-01,2023-01-24,Rejected
LOAN-12141,CUST-3582,Auto Loan,29000.0,6.0,60,560.65,BR-01,2023-12-07,Approved
LOAN-12142,CUST-1467,Education Loan,11000.0,7.5,60,220.42,BR-09,2023-07-18,Approved
LOAN-12143,CUST-3055,Auto Loan,18000.0,6.0,36,547.59,BR-01,2024-04-19,Approved
LOAN-12144,CUST-3453,Personal Loan,25000.0,11.5,24,1171.01,BR-01,2023-12-21,Approved
LOAN-12145,CUST-2164,Auto Loan,57000.0,7.5,60,1142.16,BR-06,2024-03-11,Rejected
LOAN-12146,CUST-2030,Home Loan,190000.0,7.0,120,2206.06,BR-09,2024-01-04,Rejected
LOAN-12147,CUST-2226,Auto Loan,32000.0,9.5,36,1025.05,BR-02,2023-06-20,Rejected
LOAN-12148,CUST-1948,Home Loan,199000.0,7.0,240,1542.84,BR-07,2023-06-07,Approved
LOAN-12149,CUST-2553,Education Loan,15000.0,7.5,84,230.07,BR-01,2023-04-08,Approved
LOAN-12150,CUST-2969,Education Loan,32000.0,7.5,84,490.82,BR-09,2023-11-16,Approved
LOAN-12151,CUST-2598,Home Loan,403000.0,7.0,240,3124.45,BR-08,2023-02-10,Approved
LOAN-12152,CUST-1597,Personal Loan,29000.0,11.5,12,2569.84,BR-02,2024-05-08,Approved
LOAN-12153,CUST-1682,Home Loan,388000.0,6.0,360,2326.26,BR-06,2024-02-04,Rejected
LOAN-12154,CUST-3348,Home Loan,186000.0,10.5,180,2056.04,BR-10,2023-02-08,Approved
LOAN-12155,CUST-1625,Auto Loan,59000.0,5.0,36,1768.28,BR-04,2023-08-05,Approved
LOAN-12156,CUST-2089,Auto Loan,42000.0,6.0,60,811.98,BR-06,2023-05-31,Approved
LOAN-12157,CUST-3769,Auto Loan,52000.0,5.0,48,1197.52,BR-01,2023-12-24,Approved
LOAN-12158,CUST-1884,Personal Loan,17000.0,13.0,24,808.21,BR-08,2023-02-16,Approved
LOAN-12159,CUST-1344,Personal Loan,13000.0,13.0,36,438.02,BR-03,2024-07-17,Approved
LOAN-12160,CUST-1047,Education Loan,38000.0,11.0,84,650.65,BR-05,2024-05-05,Approved
LOAN-12161,CUST-3128,Auto Loan,47000.0,6.0,60,908.64,BR-02,2023-04-11,Approved
LOAN-12162,CUST-3292,Personal Loan,19000.0,10.5,60,408.38,BR-01,2023-06-24,Approved
LOAN-12163,CUST-1072,Personal Loan,7000.0,10.5,48,179.22,BR-03,2024-08-20,Approved
LOAN-12164,CUST-1428,Personal Loan,19000.0,11.5,36,626.54,BR-06,2024-10-19,Approved
LOAN-12165,CUST-1916,Education Loan,37000.0,7.5,84,567.52,BR-04,2024-01-01,Approved
LOAN-12166,CUST-1275,Personal Loan,19000.0,13.0,24,903.29,BR-10,2024-12-03,Approved
LOAN-12167,CUST-1885,Personal Loan,23000.0,17.5,24,1142.71,BR-09,2023-04-12,Rejected
LOAN-12168,CUST-2089,Business Loan,54000.0,9.5,120,698.75,BR-01,2023-01-19,Approved
LOAN-12169,CUST-2591,Personal Loan,26000.0,15.0,12,2346.72,BR-06,2023-05-13,Rejected
LOAN-12170,CUST-1707,Personal Loan,10000.0,13.0,48,268.27,BR-10,2023-04-26,Approved
LOAN-12171,CUST-1017,Personal Loan,10000.0,10.5,48,256.03,BR-07,2024-06-20,Approved
LOAN-12172,CUST-2615,Home Loan,431000.0,7.0,180,3873.95,BR-06,2023-05-24,Approved
LOAN-12173,CUST-2589,Personal Loan,27000.0,10.5,60,580.34,BR-08,2023-01-11,Rejected
LOAN-12174,CUST-2553,Personal Loan,11000.0,11.5,60,241.92,BR-03,2023-01-10,Rejected
LOAN-12175,CUST-1306,Personal Loan,19000.0,15.0,48,528.78,BR-06,2023-04-27,Rejected
LOAN-12176,CUST-2929,Education Loan,13000.0,7.5,60,260.49,BR-10,2023-01-05,Approved
LOAN-12177,CUST-2792,Personal Loan,7000.0,11.5,24,327.88,BR-08,2025-05-08,Approved
LOAN-12178,CUST-1238,Education Loan,43000.0,7.5,84,659.55,BR-06,2023-09-23,Approved
LOAN-12179,CUST-2373,Home Loan,254000.0,7.0,180,2283.02,BR-07,2023-07-01,Approved
LOAN-12180,CUST-1792,Auto Loan,32000.0,5.0,48,736.94,BR-02,2023-07-21,Approved
LOAN-12181,CUST-2737,Education Loan,23000.0,7.5,60,460.87,BR-04,2024-06-02,Approved
LOAN-12182,CUST-2578,Auto Loan,38000.0,9.5,36,1217.25,BR-07,2023-02-06,Rejected
LOAN-12183,CUST-1064,Education Loan,25000.0,11.0,84,428.06,BR-04,2024-10-06,Rejected
LOAN-12184,CUST-2344,Home Loan,439000.0,8.5,180,4323.01,BR-05,2024-06-23,Rejected
LOAN-12185,CUST-1996,Personal Loan,27000.0,17.5,36,969.36,BR-07,2023-02-10,Rejected
LOAN-12186,CUST-1088,Business Loan,119000.0,11.0,48,3075.62,BR-08,2024-09-12,Approved
LOAN-12187,CUST-3951,Home Loan,434000.0,7.0,120,5039.11,BR-07,2023-03-31,Approved
LOAN-12188,CUST-1327,Home Loan,401000.0,6.0,180,3383.87,BR-09,2024-06-04,Rejected
LOAN-12189,CUST-3694,Personal Loan,33000.0,11.5,48,860.94,BR-06,2023-02-09,Approved
LOAN-12190,CUST-2377,Home Loan,427000.0,6.0,240,3059.16,BR-08,2023-09-02,Approved
LOAN-12191,CUST-2106,Home Loan,202000.0,13.0,240,2366.58,BR-07,2023-03-10,Rejected
LOAN-12192,CUST-3904,Home Loan,400000.0,6.0,180,3375.43,BR-08,2023-02-04,Approved
LOAN-12193,CUST-3983,Business Loan,83000.0,8.5,120,1029.08,BR-06,2023-03-11,Approved
LOAN-12194,CUST-1496,Home Loan,279000.0,7.0,180,2507.73,BR-06,2024-07-18,Approved
LOAN-12195,CUST-3554,Home Loan,431000.0,7.0,120,5004.28,BR-05,2023-05-08,Rejected
LOAN-12196,CUST-1447,Home Loan,112000.0,8.5,180,1102.91,BR-01,2024-05-10,Rejected
LOAN-12197,CUST-3635,Auto Loan,41000.0,5.0,72,660.3,BR-05,2023-01-20,Approved
LOAN-12198,CUST-2734,Home Loan,292000.0,7.0,120,3390.37,BR-10,2023-09-17,Rejected
LOAN-12199,CUST-1028,Personal Loan,11000.0,10.5,60,236.43,BR-04,2023-03-10,Approved
LOAN-12200,CUST-2600,Auto Loan,39000.0,5.0,36,1168.86,BR-06,2023-05-29,Approved
LOAN-12201,CUST-1708,Personal Loan,13000.0,17.5,48,378.49,BR-08,2023-01-10,Approved
LOAN-12202,CUST-2503,Home Loan,295000.0,6.0,240,2113.47,BR-05,2023-02-02,Approved
LOAN-12203,CUST-2454,Auto Loan,33000.0,9.5,72,603.06,BR-03,2024-05-29,Rejected
